ix,name,street,city,postalcode,duns,countrycode
893c79db-1d58-403f-9a9f-dec3ae1bb49d,gesa equipos y suministros indus,19 carrer de la industria,teia,8329,,ES
d23b2dac-e7e3-4390-a895-4b205d05e976,aaf sa,avenue de paris,vincennes,94300,,FR
77f5274a-b8ab-45bc-ae41-2e1f6c06e51c,selex es spa,via piemonte,rome,187,434003576.0,IT
3ff0a037-ccd9-4dae-ac82-741386469e20,siemens ag,1 gnther scharowsky strae,erlangen,91058,331491514.0,DE
2b6c43e5-0ab7-4180-a5f8-2a1a5e7f67cb,industrie und,fasanenstr,berlin,10623,,DE
97571df1-a5a3-402d-b8a8-203ce91702f9,kvt koenig gmbh,14 max eyth str,illerrieden,89186,,DE
bace2c59-b9e4-49ce-a6d4-e49d649c720a,vri,wilhelm maybach str,ellwangen,73479,342019866.0,DE
0297485a-a3ef-415b-bf99-bc7b1c8f254a,gross karlheinz,37 ulmenweg,zweibrucken,66482,,DE
37fa1e22-ee69-49b0-8d88-90e3407d0251,marconi selenia communications spa,1a via ambrogio negrone,genoa,16153,,IT
8946d1cc-a77a-4ccd-8eaf-2b103195ceef,isr stephan walter,56 nahestr,rodgau,63110,,DE
fa96a218-64c7-48b5-8156-2023308ba14e,vds schadenverhtung gmbh,rheinstr,darmstadt,64283,332836506.0,DE
8c071814-2bec-4693-b5bc-524d149161f2,ge aviation systems ltdcustomer services,evesham road,cheltenham,gl528sf,211207784.0,GB
f21fdcf5-a8b8-4582-8a04-6722c121b836,smiths aerospace customer services,bishops cleeve,cheltenham,gl528yb,288525181.0,GB
f02cb731-ebe7-4505-af04-61df8df093a5,selex sensos and airborne systems,lg,edinburgh,28000,23226769.0,ES
e649baee-018e-4473-b911-9f41d76e6818,blumenhof frey,wa3rmbachstraerasse,unterschleissheim,85716,,DE
b1120134-9729-48c8-8e80-f6dd7e2a19a3,sogeti high tech,bp n 90076,blagnac,31700,287711456.0,FR
0a8de44c-737e-4f10-bb2c-2ae14687aa62,rdmadrid sl,79 calle de caleruega,madrid,28033,56330515.0,ES
a30fe96c-51ca-4c9a-add4-8b7e9859cd19,edmund optics inc,lysander close,york,yo30 4xb,236713199.0,GB
01c34b3a-67aa-418e-95e2-43b6eb926fd3,haufe gmbhcokg,weilburger str,usingen,61250,,DE
6880aa5d-69dd-476f-8883-26d92867022d,ge aviation systems ltd,arle court,cheltenham,gl51 0,,GB
b8f79f98-63ea-446e-aced-20f11ab70fbd,phytec messtechnik gmbh,robert koch str,mainz,55129,,DE
f7da5ee1-7c3f-4d8d-b644-d01791d1793d,e a elektro automatik gmbh,31 37 helmholtzstr,viersen,41747,344304634.0,DE
1d2e777b-15af-403c-9b9d-b16819dceda3,citaku gbr,32 papenbreede,bad essen,49152,,DE
35508103-f282-411d-b321-5dbf96d486c7,hr kommunikation,max von mller s trasse,rottenburg,84056,340190931.0,DE
150322b3-a3ee-4252-936c-f98ef776bc45,fako gmbh,peutestr,hamburg,20539,313518398.0,DE
83024ff7-2624-431f-b299-ff6fbdf0cebf,battery direct gmbh,1 ewald renz str,bad schonborn,76669,331599808.0,DE
7a60d395-c89b-43ff-9fc1-ce032f99bdcf,battery direct gmbh,ewald renz str,bad schonborn,76669,,DE
39734970-79ff-4020-a019-e3b60b6279fc,oracle deutschland gmbh,14 schiffbauergasse,potsdam,14467,33170335.0,DE
0ad4aa46-8342-46eb-b598-9aebd7095cc9,algner safety consulting services,14 weiherstr,friedrichshafen,88048,,DE
77ca58f8-2fff-411b-875a-6648fa533bd1,buchde,an den speichern,munster,48157,31539316.0,DE
b5596907-b72e-40c9-a5aa-d4634e98ed8d,dga techniques aeronautique dga techniques aeronautique dga techniques aeronautique,47 rue saint jean,balma,31130,,FR
0908a0aa-68e5-4364-9b39-aa74de13cbda,selex es spa,4 piazza monte grappa,rome,195,,IT
8e647a80-473c-488e-862b-1ce8748f0ef3,general dynamics uk ltd,bryn briithdir,blackwood,np12,295449961.0,GB
816d262e-cf5d-405c-9012-df0053cfd848,ge measurement control,fir tree lane,groby,le60fh,226525053.0,GB
13e982e5-26a3-45b1-bca2-02ef23caaf90,landeshauptstadt mnchen referat f,sendlinger strae,munich,80331,,DE
3c4c091c-b787-4017-a393-b14cd4e68dc6,industrie und,olgastr,ulm,89073,,DE
05ab6b6a-80bd-41e6-81cc-2dc5967ceb09,cablematic dos mil s l,85 carrer de santander,barcelona,8020,464065908.0,ES
d63e3340-e8a6-45d9-8462-cb314524e61b,umt umweltingenieure gmbh,1 adolph kolping platz,ulm,89073,333374796.0,DE
71747e06-0621-47b4-847c-9d1cc92d03ab,tropack packmittel gmbh,8 vor dem polstck,lahnau,35633,,DE
8de0b63f-f94c-443f-8ad5-8f16bdf761ed,bueromarkt boettcher ag,3 brusseler str,jena,07745,,DE
76e834db-6e0c-400a-8f51-98b2652fd479,datalis,8 avenue gutenberg,portet sur garonne,31125,260332779.0,FR
f0d34671-a63e-4a7a-a0fd-91de34614366,hamilton sundstrand,cl4747 harrison ave,rockford,61125,,US
591099fe-6fcd-4a72-9e4b-9365594dbb41,nespresso deutschland gmbh,speditionsstrae,dusseldorf,40221,,DE
7deb146f-57f9-4a7b-b05f-1784c677bdf1,smiths aerospace electronic systems,cheltenham,cheltenham,gl528sf,,GB
c6401891-df76-43c4-abf2-0c95504419f7,dr ing k busch gmbh,1 schauinslandstr,maulburg,79689,,DE
e67441ba-c61a-4e50-ae15-61401e231568,ma componentes sl,pg el pino calle,seville,41016,,ES
b9b20b60-5718-4a95-b6b3-401a799f1b53,translogic inc,5641 engineer dr,huntington beach,92648,75072116.0,US
d42eb6b4-8e7e-4933-ab79-2ff87951d099,tino winter,obere au,rechtenstein,89611,,DE
b60f09c2-8bb6-4321-8473-c2601b852d4a,stc steyr wlzlager,40 41 rosenthaler str,berlin,10178,,DE
4389becc-7453-4350-83b2-094b74a6d4d1,ask distribution,rue de la boucherie,molsheim,67120,,FR
7675fecc-f993-4513-8251-ef7e15cdcf44,salicru electronics,calle parque ind,seville,41016,,ES
2f0901d9-1f1f-4efe-a974-05e8d6b7edea,mike garwood ltd,shelleys lane,alton,gu34,,GB
e8c68ece-5bfb-4a0d-bc02-b663d4945580,uk space agency,north star avenue,swindon,sn2 1sz,,GB
7bb6b025-4c4d-493d-9658-121ac975073b,mayre sc,5 b calle lopez de legazpi,seville,41008,,ES
ea3544e6-0ce6-4322-a2ec-8841087a5570,honeywell international sarl honeywell international sarl honeywell international sarl,4 avenue saint granier,toulouse,31024,,FR
9438b5e4-21a5-421c-a6aa-559cad3e9674,dichtelemente arcus gmbh,6 gromoor ring,hamburg,21079,313821894.0,DE
f51fd948-c519-4e86-a635-410bbc27cf82,adf technologies,6 avenue jean monnet,colomiers,31770,,FR
68ba9560-9ddf-449e-bde2-7ed15604bf18,frey blumenhof,mittenheimer str,oberschleissheim,85764,342418069.0,DE
a9f4905c-0461-4e42-8dea-85377323db78,inficon gmbh,bonner str,cologne,50968,,DE
4fe4ecd1-1cab-4e44-95e3-7121402a2f1b,le manoir de gressy,chemin des carrosses,gressy,77410,,FR
291ef3cc-9d3e-4efa-b8ea-f14bb19cb77c,fako chemische fabrik,15 peutestr,hamburg,20539,340213235.0,DE
ea4e028b-b041-4b62-9e50-d9ad49e80f87,franz spahn,7 wiedhof,bad salzdetfurth,31162,,DE
43cb5eea-2018-44a8-aecb-71c7dd001ea9,kerb konus vertriebs gmbh,7 werner von braun str,amberg,92224,,DE
a0a1b780-952c-4c09-978e-a34f8cc56eae,pts automation gmbh,166 donatusstr,pulheim,50259,332540769.0,DE
787940de-0e47-4b50-9eda-75591b01ef6b,marconi selenia communications spa,1a via ambrogio negrone,genoa,16153,440028405.0,IT
9b938f7e-ce01-4623-815f-099ce1097edd,siemens ag,16 sieboldstr,erlangen,91052,342558576.0,DE
84ba9e9f-825e-42e2-9499-5983619b7e98,rts elektronik systeme gmbh,66 preysingstr,wolnzach,85283,,DE
149303db-da40-460a-9665-eef86ed8f2ea,casa compras,calle la mata,seville,41002,,ES
536d4a08-8f02-4ec5-9b7d-e02fa09beb6a,ge aviation,arle court,cheltenham,gl51 0tp,505518316.0,GB
2948b589-071f-40e5-8e19-58024c8c8b10,ea elektro automatik ea elektro automatik gmbh co kg ea elektro automatik,31 37 helmholtzstr,viersen,41747,,DE
afe75b2f-6adc-4d92-975e-2f366d6809d7,galileo avionica spa,2 via dei castelli romani,pomeziarome,00040,,IT
c88a84fd-e132-41bb-a424-d75b7621d2ba,hartmetallwerkzeugf a maier gmbh,2 stegwiesen,schwendi,88477,343071213.0,DE
417a8fd6-9b08-44a3-942e-f4bcf6325ce4,siemens ag,67 siemens str,erlangen,91052,506764468.0,DE
3e254c40-3b26-4633-8cb2-da0877d48c98,hahnkolb werkzeuge gmbh,schlieffenstr,ludwigsburg,71636,,DE
e2dbddca-9b25-4796-9f73-96e9f6994c6a,kalzbw reglab 4 cottbus,66 sielower landstr,cottbus,3044,,DE
07587bc5-5794-407f-8150-002c338d1e47,wuerttembergische allplastik,12 johannes kepler str,herrenberg,71083,,DE
864118ea-165e-4fdc-8241-4777a254140c,selex sensors and airborne,2 crewe road north,edinburgh,eh5 2xs,,GB
daeb8443-5a51-43bc-9a6c-be67fbad8104,fleurop gmbh,3 4 lindenstr,berlin,12207,313232118.0,DE
398fd377-cf45-4490-8a49-8b11402c0421,uwe sieber,36 morgenstr,magdeburg,39114,,DE
95f31722-137b-4d41-91e8-53ff8cbb9c50,galileo avionica spa,2 via dei castelli romani,pomezia,00040,,IT
ea502496-0ffc-4d51-8ea1-8e4789ac3a1e,northrop grumman systems corporation,8710 freport pkwy ste 180,irving,75063,624839184.0,US
f925cc7a-d9d6-4b41-9ad4-aa93166dde54,r g gmbh r g gmbh faserverbundwerkstoffe r g gmbh,7 im meiel,waldenbuch,71111,,DE
e6e0f237-a9a0-4b65-a55e-1d6c23c7aa18,fako heinrich a anton,suderstr,hamburg,20537,,DE
ad6aa35d-b6ee-41b5-992e-cb6347071891,yoshida deutschland gmbh ykk,33 ostring,mainhausen,63533,,DE
087ec076-7c29-49d3-a241-9ce411dd05bf,waycon,4 mehlbeerenstr,taufkirchen,82024,315952668.0,DE
bfe44ff1-eba1-4204-9e86-7a24b38bc5ff,honeywell aerospace,23500 w 105th st,olathe,66061-8425,,US
3d27ce91-f5b2-4b4b-9fa5-54acd8a3a598,isocel management conseil,rue robert caumont,bordeaux,33049,,FR
35b7cba1-e1db-482a-9f42-f01691e97e8f,clinter traducciones e,57 calle gran via,madrid,28013,,ES
f89ddf6d-2770-44a7-9788-3bf2b89671c6,aeroflex test solutions,school close,chandler s ford,so534ra,216834002.0,GB
3e20c961-a27b-444e-890f-ff54b37c994b,les parents et amis des enfants de,8 rue jules ferry,frouzins,31270,273813845.0,FR
d01db847-5ae7-4e84-86dd-ac3a98381b51,wuerttembergische allplastik,12 johannes kepler str,herrenberg,71083,,DE
65f1dcb1-357d-4ee2-8dbc-79b1bad4ce5c,srtechnics,calle de mario roso de luna,madrid,28022,,ES
225abc01-a570-4716-9c1e-d2661e9655ab,marconi selenia,1a via a negrone calda,genoa,16153,339927545.0,IT
87f5d711-033d-483b-9fb0-b6d6309f473f,zarm technik ag,am fallturm,bremen,28359,537384638.0,DE
480d52bc-b7f6-46af-bfe1-dfd8bce107b0,mbs ag,51 eisbachstr,sulzbach laufen,74429,316133263.0,DE
42778260-6697-4209-8763-8ee736dac674,buerklin ohg,grnwalder weg,oberhaching,82041,,DE
f6dbbbb7-d1c7-4f3b-8fd0-0574a0d31c18,bats feuerschutz,7 heckenweg,pfaffenhofen,89284,,DE
9e20622b-f670-4ea3-9b4b-9a84ca3a1018,general dynamics uk ltd,blackwood,blackwood,np12,,GB
46a13500-d743-497c-8c3c-77db656624b7,ge aviation,bishops cleeve po box 162,cheltenham,gl528yb,,GB
125d44ed-d5d7-4327-8032-6b4a3d8c3ec4,knab gmbh,4 himmelkronstr,bayreuth,95445,312951213.0,DE
0f8eb8df-0881-4d88-af56-b1b75421cd4c,ucon ag containersysteme kg,sechsheldener str,haiger,35708,341057797.0,DE
96a49b82-74ab-4cb2-9fda-29bc1694c4c6,druck ltd,fir tree lane,groby,le60fh,,GB
de51d1e5-d11b-4304-af25-bb43649d5b87,von roll uk limited,wharfedale road,bradford,bd4 6sg,21309974.0,GB
f3020ce6-f5c1-47cf-b904-ea2f014012cf,linde technische gase gmbh,70 seitnerstr,pullach,82049,329252832.0,DE
f37452c7-2145-4ac7-82ab-4a145b2401df,swansea university prifysgol aberta,singleton park,swansea,sa2 8pp,232227629.0,GB
82a5d8aa-7202-48f6-8c68-840fa3a52f4d,gss kalender gmbh,11 carl zeiss str,heiligenhaus,42579,,DE
6694cef8-c256-4ead-bb58-b9e9a7bd15f1,roth gmbh und co kg,28 zusamstr,augsburg,86165,313234338.0,DE
9e25be5b-261d-4ced-8417-83e36417d9f7,selex galileo,strada privata aeroporto caselle smaurizioc se,,10077,,IT
a17ba961-73be-4421-b31f-bb176a09e058,honeywell aerospace,190th st,torrance,25250,,US
0cb14cd7-6af1-4c00-b5ed-c7f1ffe84878,en deko vertriebs gmbh,4 zeppelinstr,dornstadt,89160,,DE
b67216e7-12ad-4b1e-97ab-5f5de72261c9,juliane rode,33 leonrodstr,munich,80000,,DE
932b06e8-de2d-4e34-a1e3-f4506666fc1c,natixis factor starplast,avenue winston churchill,charenton le pont,94220,281985668.0,FR
79533769-e833-40b7-8fc4-b379bd526fb7,ristorante roma,17 marktstr,ostheim,97645,,DE
d6f7e7e1-a9d8-4f8c-996d-760adab27aaf,witec elektrotechnik gmbh,hauptstr,leichlingen,42799,312570586.0,DE
289e052c-5351-455f-bac9-785bd5577a8d,comptoir du sud ouest,58 boulevard pierre lefaucheux,le mans,72029,,FR
c4101dee-fc07-4085-886a-ff937734c83e,ht instruments gmbh,1b am waldfriedhof,korschenbroich,41352,,DE
1cbe52ce-3d4e-4c89-b1af-372857fe42d9,fischer pierce und waldburg,8 frst maximilian str,kilegg,88353,322962465.0,DE
b05a1ef5-b44d-4037-a78f-0cc896e526fe,wupptool,herbringhausen,wuppertal,42399,341522115.0,DE
7d694999-c376-448f-8ae4-a5870b75f96b,nespresso deutschland gmbh,8 zollhof,dusseldorf,40221,333868649.0,DE
e29b4c7f-4a7d-4d39-82db-d015f6b617ed,frey blumenhof,mittenheimerstrasse,unterschleissheim,85716,,DE
911661a6-5d6a-4499-9ae6-31999051781f,josef hubersmd technik und nc metechnik,42 hauptstr,palling,83349,340637959.0,DE
ccd0b6df-bee0-4e55-8de8-650a4135b24d,luces sl,46 calle del general diaz porlier,madrid,28001,,ES
77d9d097-d4fc-40c8-b7fe-7f3ca33ca17c,copac,calle bahia de pollensa,madrid,28042,,ES
85defdc1-6bb3-4beb-a458-4f5b43bbff74,hamilton sundstrand,4747 harrison ave,rockford,61108-7929,,US
63370b08-047d-4fde-9f73-26027fe127a0,nm medical,200 avenue des gresillons,asnieres sur seine,92600,38107119.0,FR
8e8b6e06-12c3-4179-9c54-5799d5143401,gorlo,12 am buhl,gerbershausen,37318,,DE
afa3b342-6177-4481-9bed-059b02a9a397,honeywell aerospace,23500 w 105th st,olathe,66061-8425,21214283.0,US
bc538853-9dde-4582-b1ee-051eafe942d8,strher druckerei verlag,h h warnke strae,celle,29227,,DE
c5f81518-76a2-4cf2-9d01-a59ff2ec86b3,ge aviation systems ltd,bishops cleeve,cheltenham,gl528yb,,GB
0384d657-aef0-4cf0-90ee-f42eebb6e58e,noveltis,2 pl canal,ramonville saint agne,31520,,FR
e6950a84-487a-44b5-be32-50523b84202f,temai ingenieros,10 calle de rivas,coslada,28821,,ES
079d4185-23e8-4cce-ae8c-26f095d62d4c,maxstore gmbh,31 gunterstr,helmbrechts,95233,,DE
5a985e0b-9ee7-44fe-9401-a60dbdd9a589,polytec pt gmbh,1 7 polytec platz,waldbronn,76337,,DE
7ca58742-beb2-485d-936d-cdeaf84a935b,united parcel service,1 grlitzer strae,neuss,41401,315081096.0,DE
1c697ecd-ac6e-4d2d-900a-0f1668d0be55,dga techniques aeronautiques,47 rue saint jean,balma,31130,,FR
f3bfed60-958f-454d-8aeb-8674989f7b35,vds,29 rheinstr,darmstadt,64283,,DE
b4c7a05a-55c2-4524-b1c9-da7b2dd97ba8,intercomp europe ltd,manor farm road,reading,rg10 0py,221393783.0,GB
d0fec07a-5b5e-4a87-96b8-0ba95b6281b3,honeywell international sarl,4 avenue saint granier,toulouse,31024,,FR
b92be33e-2d1b-4c44-84eb-bf57da5f4eac,gaudin gerard,43 rue victor hugo,puteaux,92800,279719202.0,FR
9bb2f5d9-7014-4fb0-a984-daae588730a0,specialty fasteners components,unit d seymour wharf,totnes,tq9,233148675.0,GB
2d652dca-2fb8-467c-8382-a4842707c9b9,natixis factor hi techmetal,avenue winston churchill,charenton le pont,94220,281985668.0,FR
de3c7522-c134-4b49-a75b-4a3ae1fc7d22,spieth maschinenelemente,41 alleenstr,esslingen am neckar,73728,317648764.0,DE
93094ac3-c6bf-4b16-9c07-e7b335157f06,kfv kasse,13 heimstr,asselfingen,89176,,DE
4007988f-fb00-4da6-a5ba-af91de579784,nerb kg,16 ingolstadter str,manching,85077,,DE
9b5a40f0-a99f-4719-85ac-95d72b29ac18,miller company pc,4929 main st,kansas city,64112-2631,21212477.0,US
6bc2d697-49e9-4c87-8a53-ceb5e3f06c72,hbs electronic gmbh,89 91 mannheimer str,bruhl,50321,,DE
40dc815f-311d-458f-8717-38549f594472,febrotec gmbh,frankfurter str,halver,58553,,DE
3b3b9e66-80ff-4aab-a199-c001d63244f3,arrow iberia electronica slu,75 calle albasnz,madrid,28037,56509457.0,ES
c55aca6c-d3d1-4f04-81a9-8d31a6fa6a7c,viking direct,lancer house,leicester,le31ub,505049999.0,GB
793de89f-ba83-4fda-b32b-67051c7b7153,kalzbw reglab 4 cottbus,66 sielower landstr,cottbus,3044,,DE
86ca1988-2267-4f88-99c9-a46a39c26cc9,dataprof espaa sa,63 calle santa leonor,madrid,28037,466352929.0,ES
ae724f31-222f-465e-a014-7cd9ca40f8da,ernst haefele siehe 157m0,22 hafenbad,ulm,89073,,DE
066c325e-fd41-40f0-864b-a99af89f9fd5,intersport,6 am westpark,ingolstadt,85057,,DE
6bec18c7-85c3-473a-a6ae-f6a5cabb697a,sealershop gmbh,siemensstr,kleve,47533,312678741.0,DE
34152c07-9982-44fd-8e76-075b6675e403,buerklin ohg,30 grunwalder weg,oberhaching,82041,,DE
94c93a16-c01f-417d-9c73-77a3a210da43,csb battery store,14 badstr,neumarkt in der oberpfalz,92318,,DE
5fae6160-823d-40c0-886a-80def797a48a,ads analyse detection securite,31 route de paris,jouars pontchartrain,78760,,FR
c6270995-2a86-4a58-9a4a-427aeb63f2d3,ups deutschland inc co ohg,1 grlitzer str,neuss,41460,318066107.0,DE
f1a33bdb-4b90-49ab-ac95-5833cfabeb85,moravia gesellschaft fuer,10 rostocker str,wiesbaden,65191,,DE
ff973ba5-ab42-42e0-8244-6aa82de46691,acm,9 rue de la gare,villiers saint frederic,78640,380071407.0,FR
9a51e10b-15db-40fc-8ace-47de7ef25aed,cover construction company limited,filkins mill,lechlade on thames,gl7,,GB
9d90ddbc-534f-4edd-91b9-a4acd9f6d751,faure herman,route de bonnetable,la ferte bernard,72400,,FR
9f0dae5b-ee0c-453c-b6b5-8506b23b6554,specialty fasteners components,unit d seymour wharf,totnes,tq9,233148675.0,GB
f21848af-7ec2-4626-9d6d-23b8b03a5c92,united parcel service,garlitzer str,neuss,41401,,DE
af7f506c-1b1b-4868-83cb-9224f3bd8ea4,lapp gmbh und co kg,25 schulze delitzsch str,stuttgart,70565,,DE
f7a9a181-0d36-4b6b-aa63-d2feefc7decb,honeywell,415 lind ave sw,renton,98057-5959,602570855.0,US
5868e71c-5a87-4106-a231-95da2bd255e3,aspen electronics limited,kildare close,ruislip,ha4 9ur,,GB
20082566-e73c-49a1-a0da-53c97bda917f,delta computer,4 rntgen str,reinbek,21465,31634716.0,DE
0483c61c-a3bc-4d7e-890b-270569f56823,bruggemann gmbh co kg,2 am kalkheck,herdecke,58313,,DE
d6da86b4-3bee-4198-9b10-12449456518e,chartworld gmbhco,90 ruhrstr,hamburg,22761,331067814.0,DE
8f282398-a099-43cc-9bf9-9d5c7bf915f5,amtag,lise meitner str,meerbusch,40670,,DE
7d1269cf-0419-4885-b4a4-a573ccf050f6,wuerttembergische allplastik,12 johannes kepler str,herrenberg,71083,316084979.0,DE
ab9e5ecd-96fe-4bfe-bea4-2b88493a00c4,editorial planeta sa,662 664 avinguda diagonal,barcelona,8034,460024151.0,ES
06cbd331-16fc-4be7-a03b-3b4177311b28,casa compras,calle la mata,seville,41002,462422616.0,ES
e0a1ea00-0ad5-4e3c-89fd-ddc90a0ba668,honeywell consumables solutions sas,4 avenue saint granier,toulouse,31024,380951202.0,FR
79a01cd7-54d0-4e50-879e-d8054dbfc871,weinmann emt gmbh co kg,12 frohbase str,hamburg,22525,,DE
bd8d35b0-f669-48c4-a29c-11c824c0b376,thales communications,83 85 rue emile brault,laval,53000,,FR
9c87ac4e-e959-4e18-a321-a540f016035d,intercompany,internal ap intercompany account,newport,np108fz,,GB
3009cbca-f818-4e19-b4eb-cdaa5b0c693d,ge measurement control,fir tree lane,groby,le60fh,,GB
26eaed40-a394-4017-8ffb-f3afb0a53d63,sew eurodrive gmbh co,42 ernst blickle str,bruchsal,76646,316073634.0,DE
f704e1f0-b240-4461-a741-b41b5c30b476,bildungswerk der wirtschaft hamburg,10 kapstadtring,hamburg,22297,,DE
cba3b588-9afa-45bf-bf91-20b2d8cf2600,vega grieshaber kg,113 am hohenstein,schiltach,77761,315640268.0,DE
3b673006-18b9-463c-acad-213be292d8c2,heisslufttechnik flocke gmbh,2 4 mondstr,feldkirchen,85622,,DE
6afadc90-e920-404e-b676-2c10029acb20,international farbenwerk gmbh,lauenburger landstrae,bornsen,21039,327670568.0,DE
a65009a4-dbbf-460f-8e22-ad8d00ea2ab7,sna europe,willettstr,mettmann,40822,,DE
e20bbf3a-874b-4e01-ada5-e5913460a059,fhf gmbh,waterbergstrae 11,bremen,28237,328761531.0,DE
877c733f-6007-4b4b-8083-ff2ffd830ed2,ad aerospace ltd,abbots park,runcorn,wa73gh,778562785.0,GB
212fd244-f47c-4241-8555-b67ee2e7319a,buerklin ohg,245 hherweg,dusseldorf,40231,325678258.0,DE
6a6bf243-694f-441e-bdf3-04031da35689,jura zentralservice singen,16 otto hahn str,singen,78224,,DE
31ea5edd-2c80-40ca-85ca-b6768a941d1e,h media,329 heistraat,antwerp,2610,372377817.0,BE
705f3215-0325-4a67-814a-c2bab0f74433,honeywell,4150 lind ave sw,renton,98057-4973,,US
517bc079-d0a2-4c56-b06d-3c3ba996a5d3,acl digital ltd,unit 20 city business centre,lower road london,se16 2xb,345662639.0,GB
4c549e3e-93b6-4145-8e29-8d399f62b2bc,bail expansion,4 place de la coupole,charenton le pont,94220,281985668.0,FR
97a76c1e-6cec-47d5-a2db-880fed3bc922,genex srl,via torre sant eusebio,rome,131,,IT
27214aac-0448-49ef-91e0-31f8bce1d19b,stumpf,37b marienburger str,landshut,84028,340225397.0,DE
c9f2444f-8501-47b6-91a9-86bc9146e054,natixis factor,10 12 avenue winston churchill,charenton le pont,94220,281985668.0,FR
dd2d6cef-3d3d-4fd8-b8fb-8c1491d14182,snap on industrial germany snap on industrial germany division of sna germany gmbh snap on industrial germany,10 willettstr,mettmann,40822,,DE
0e02feec-dbf0-4693-b7bf-0b4d01629baa,heider druck gmbh,102 116 paffrather str,bergisch gladbach,51465,323117283.0,DE
441201cc-38d4-429b-b833-07f53aebbc0a,fhf gmbh,26 kap horn str,bremen,28237,328761531.0,DE
e8748ac9-6f13-4128-aaf8-7056edfd874f,sogeti high tech sogeti high tech sogeti high tech,3 chemin de laporte,toulouse,31300,,FR
489551b4-1e70-4006-b173-8f22177288ae,wurth elektronik france,1861 avenue henri schneider,jonage,69330,,FR
