ix_left,ix_right,y_true
0651a667,d888b075,0
0651a667,da2f9ef0,0
0651a667,dd1314c3,0
0651a667,dd337203,0
0651a667,e036ab79,0
0651a667,e7cee213,0
0651a667,e92c4ec1,0
0651a667,f8e96ff0,0
066c325e,0019fdd3,0
066c325e,0b445836,0
066c325e,10086d8f,0
066c325e,1b449a5b,0
066c325e,22901dc9,0
066c325e,3f968513,0
066c325e,4189baa9,0
066c325e,4c322f1d,0
066c325e,4dd48093,0
066c325e,5b61ef15,0
066c325e,5dedea85,0
066c325e,7086d56f,0
066c325e,79a2084a,0
066c325e,8520ec85,1
066c325e,9c2ac20f,0
066c325e,a0906575,0
066c325e,b2bd34fb,0
066c325e,c4a69682,0
066c325e,c6dec07a,0
066c325e,c95e6c63,0
066c325e,dba7dcb7,0
066c325e,e67fe47b,0
066c325e,e8b86147,0
066c325e,f39481f4,0
066c325e,f798579c,0
066c325e,fca35335,0
066c325e,fe983f7b,0
0675a2a8,0675a2a8,1
0675a2a8,b5fdbdf8,1
0675a2a8,c4101dee,0
0675a2a8,f3241e78,0
06a44c5e,04df0c53,0
06a44c5e,06a44c5e,1
06a44c5e,3809244f,0
06a44c5e,3d27ce91,1
06a44c5e,43f2ef16,0
06a44c5e,6d6d1d3f,0
06a44c5e,f21e681d,0
06cbd331,0472d735,0
06cbd331,06cbd331,1
06cbd331,0ddea96b,0
06cbd331,1a0060f0,1
06cbd331,204e8e96,1
06cbd331,26ff52a3,0
06cbd331,589bcd4b,0
06cbd331,65490a1f,0
06cbd331,744b4470,0
06cbd331,8613a6c7,0
06cbd331,8638314d,0
06cbd331,a283a3f9,0
06cbd331,b6142e89,0
06cbd331,b7dff1be,0
06cbd331,c23d13e2,0
06cbd331,d96f5c2b,1
06cbd331,e89a398f,0
06cbd331,f1d5897c,0
06cbd331,f2f90760,0
06cbd331,f4df34e9,0
06cbd331,f8885e2b,1
06cbd331,ffaaef1a,0
06d2cd8e,06d2cd8e,1
06d2cd8e,626debb6,1
06ec6021,06ec6021,1
06ec6021,2ea0644a,0
06ec6021,9bba8318,0
06ec6021,a5a0720f,0
06ec6021,e6d11f6c,0
07587bc5,7d1269cf,1
07587bc5,d01db847,1
07587bc5,f1354265,0
077fdf56,409127bc,0
077fdf56,54819000,1
077fdf56,6eb572a7,0
079d4185,079d4185,1
079d4185,b508ac14,1
07bea237,c817e73b,0
080e9920,05e3710a,0
080e9920,05f8e2e0,0
080e9920,06afaee8,0
080e9920,080e9920,1
080e9920,09a99d3d,0
080e9920,0d6c62b8,0
080e9920,0ded4e5c,0
080e9920,101f9173,0
080e9920,13e982e5,0
080e9920,14952f7f,0
080e9920,15aba2c9,0
080e9920,1909bd77,0
080e9920,1c44fe0f,0
080e9920,1cab7ec1,0
080e9920,1de5bcc9,0
080e9920,1e6586fc,0
080e9920,1fc8a2d3,0
080e9920,22cafa33,0
080e9920,2320f218,0
080e9920,24abc8f2,0
080e9920,26f1006c,0
080e9920,2e664546,0
080e9920,2f4eaa5d,0
080e9920,2fa15d98,0
080e9920,33c72128,0
080e9920,37f7b674,0
080e9920,38153802,0
080e9920,38816555,0
080e9920,38fb9a44,0
080e9920,3a18bde8,0
080e9920,3d3397b7,0
080e9920,3d59e724,0
080e9920,42436462,0
080e9920,478a351c,0
080e9920,49ef3b8e,0
080e9920,4c9a97fa,0
080e9920,4ce5b1e1,0
080e9920,4dc43085,0
080e9920,50025e15,0
080e9920,51af1937,0
080e9920,55f75de3,0
080e9920,568f366b,0
080e9920,58d8df7b,0
080e9920,597a417e,0
080e9920,5d0dab3a,0
080e9920,5d7a7442,0
080e9920,5edf2905,0
080e9920,625107f1,0
080e9920,638b93ba,0
080e9920,6b1edbf4,0
080e9920,6b2f5e9b,0
080e9920,76457604,0
080e9920,7737264d,0
080e9920,78178c09,0
080e9920,79dbb4a2,0
080e9920,7b94fd2d,0
080e9920,7d16c292,0
080e9920,7d18f5b8,0
080e9920,84f7a10d,0
080e9920,85cc4387,0
080e9920,86cc1913,0
080e9920,878b2071,0
080e9920,8a4ebdbd,0
080e9920,8b92742a,0
080e9920,8ec80198,0
080e9920,8fc1c602,0
080e9920,90297c6c,0
080e9920,90336797,0
080e9920,975bdeab,0
080e9920,984abc8d,0
080e9920,9b611972,0
080e9920,9c1e34e4,0
080e9920,9e40cf27,0
080e9920,a19f342d,0
080e9920,a2387855,0
080e9920,a4d2de30,0
080e9920,a5c9f06f,0
080e9920,a6cfdb78,0
080e9920,a8ae1470,0
080e9920,aa1b847e,0
080e9920,abe3029d,0
080e9920,ae19e9b7,0
080e9920,af30affe,0
080e9920,af63f48f,0
080e9920,b14f22d6,0
080e9920,b5729da0,0
080e9920,b67216e7,0
080e9920,b7bce251,0
080e9920,b91edd30,0
080e9920,bb3664a8,0
080e9920,bc923a6d,0
080e9920,bcc5c575,0
080e9920,c11a0319,0
080e9920,c377d3b7,0
080e9920,c3d0d9b2,0
080e9920,c7d4b6f3,0
080e9920,c9d062be,0
080e9920,cb9663a1,0
080e9920,cc042b87,0
080e9920,d31e353c,0
080e9920,d48ce43a,0
080e9920,d6460cd4,0
080e9920,d92923e8,0
080e9920,da3c5e9d,0
080e9920,dd4ccf8c,0
080e9920,df39a4da,0
080e9920,e11059b7,0
080e9920,e1cffcf6,0
080e9920,e2962566,0
080e9920,e3d0291f,0
080e9920,e45965a4,0
080e9920,eb2c1b65,0
080e9920,edada1ae,0
080e9920,efa4be61,0
080e9920,f2be8148,0
080e9920,f3d65ad8,0
080e9920,f5f69908,0
080e9920,f65c120d,0
080e9920,f814e160,0
080e9920,f8663145,0
080e9920,faa0f634,0
080e9920,faacdb94,0
083608e9,00d11a3d,1
08798f70,08798f70,1
08798f70,253ce464,0
08798f70,2b089065,0
08798f70,4af3a76c,0
08798f70,4be7e55b,0
08798f70,4c115719,0
08798f70,4f288ed6,0
08798f70,78ff3962,0
08798f70,7b0fa060,0
08798f70,85defdc1,0
08798f70,bb49d430,1
08798f70,d9c1213d,0
08798f70,ec8b00e5,1
087ec076,097bb9e6,1
087ec076,0ffbb7b1,0
087ec076,18a9b943,0
087ec076,288de752,0
087ec076,791b6596,0
087ec076,95d33cb4,0
087ec076,a6103137,0
087ec076,cb94487e,0
087ec076,cd043bda,0
087ec076,e325d70a,0
087ec076,f7939ee1,0
08890639,174c424c,0
08890639,d193bf3a,1
08a90fec,3d6f0f45,0
08a90fec,56d761be,0
08a90fec,952b5e28,0
08a90fec,accdc6b7,0
08a90fec,df1df95a,0
08a90fec,e46be1d9,0
08fbd646,08fbd646,1
08fbd646,18749ad5,1
08fbd646,a37d6b1e,0
08fbd646,ff088bd3,0
0900a4d6,0900a4d6,1
0900a4d6,8251d75d,0
0908a0aa,04b46041,0
0908a0aa,0908a0aa,1
0908a0aa,091fe774,0
0908a0aa,270ec655,0
0908a0aa,345e63df,0
0908a0aa,3c6e8c4f,0
0908a0aa,43a35bf0,0
0908a0aa,5070ab1b,0
0908a0aa,5d2e9e3d,1
0908a0aa,64920ce2,1
0908a0aa,77f5274a,1
0908a0aa,7a4936e5,0
0908a0aa,7bc5e9e7,1
0908a0aa,83d098c9,0
0908a0aa,8fcd15a7,0
0908a0aa,967b7d73,0
0908a0aa,97a76c1e,0
0908a0aa,a203ce55,0
0908a0aa,a240b509,1
0908a0aa,a5b52d9c,0
0908a0aa,a77a3fbb,0
0908a0aa,adb29e37,0
0908a0aa,afe75b2f,0
0908a0aa,b52c7c8e,0
0908a0aa,b54f1933,1
0908a0aa,bc7276ac,0
0908a0aa,bc958624,1
0908a0aa,c42d1668,1
0908a0aa,d45b3589,0
0908a0aa,d48eca66,0
0908a0aa,d89135ca,0
0908a0aa,dcd8c6b5,0
0908a0aa,e8652cfe,0
0908a0aa,f6c4cea8,1
0908a0aa,f8b688d9,0
095ad03b,095ad03b,1
097913ca,2b11c004,1
097913ca,3a62f0be,0
097913ca,7bf3e74c,0
097913ca,b0ee2f92,0
097913ca,b2940ab5,0
097913ca,ce36da2a,0
0a0bb7ad,0be1857c,0
0a0bb7ad,0e8c1c0f,0
0a0bb7ad,0fb3a5c9,0
0a0bb7ad,12dd8563,0
0a0bb7ad,148f3c1c,0
0a0bb7ad,15534b20,0
0a0bb7ad,1aa65910,0
0a0bb7ad,1b3b6c7e,0
0a0bb7ad,20fd1dca,0
0a0bb7ad,21ee76eb,0
0a0bb7ad,25915fe7,0
0a0bb7ad,2a07374b,0
0a0bb7ad,420f69f4,0
0a0bb7ad,427fff0e,1
0a0bb7ad,45007c12,0
0a0bb7ad,45ebaab3,0
0a0bb7ad,4aef01fb,0
0a0bb7ad,4bfd2c94,0
0a0bb7ad,524fcc4e,0
0a0bb7ad,525f24e8,0
0a0bb7ad,53957aaa,0
0a0bb7ad,55209f03,0
0a0bb7ad,5e9e1536,0
0a0bb7ad,6092730c,0
0a0bb7ad,61cf84a4,0
0a0bb7ad,625f95de,0
0a0bb7ad,665ac069,0
0a0bb7ad,68a035f4,0
0a0bb7ad,6bc4ca82,0
0a0bb7ad,6c162913,0
0a0bb7ad,731c2a47,0
0a0bb7ad,77a53c30,0
0a0bb7ad,77b05b34,0
0a0bb7ad,8d4daff3,0
0a0bb7ad,8f0a2f43,0
0a0bb7ad,93c84aa9,0
0a0bb7ad,9eaa9eea,0
0a0bb7ad,ad10bc13,0
0a0bb7ad,b3ee89d1,0
0a0bb7ad,bc981c99,0
0a0bb7ad,c35be655,0
0a0bb7ad,c4227ffc,0
0a0bb7ad,c72a962c,0
0a0bb7ad,c8dbf7a8,0
0a0bb7ad,c9c8aeaf,0
0a0bb7ad,cea63042,0
0a0bb7ad,d0f273e1,0
0a0bb7ad,d7d17847,0
0a0bb7ad,dca4ba3c,0
0a0bb7ad,e5111dca,0
0a0bb7ad,e670ecd1,0
0a0bb7ad,e99ed83c,0
0a0bb7ad,f2416445,0
0a0bb7ad,f533c100,0
0a545341,3cd8875a,0
0a545341,f6845580,0
0a545341,f7b18a77,0
0a545341,f8689067,1
0a6ce927,0411e9db,1
0a871c45,2b8677f3,0
0a871c45,5a1a977f,0
0a871c45,63e2186b,0
0a871c45,a2f89d56,0
0a8de44c,05107394,0
0a8de44c,095790fb,0
0a8de44c,0f21c66d,0
0a8de44c,17bab210,0
0a8de44c,1b8c6fa1,0
0a8de44c,1bd46338,0
0a8de44c,1d4e7ec9,0
0a8de44c,1e5fe725,0
0a8de44c,206e72a9,0
0a8de44c,2211a5cc,0
0a8de44c,2279f732,0
0a8de44c,2b381635,0
0a8de44c,3116e653,1
0a8de44c,3b15f832,0
0a8de44c,3b3b9e66,0
0a8de44c,40548721,0
0a8de44c,41cd604b,0
0a8de44c,45069018,0
0a8de44c,450e3511,0
0a8de44c,4b5b8060,0
0a8de44c,54c0ef0e,0
0a8de44c,577ea176,0
0a8de44c,5f978773,0
0a8de44c,616e6677,0
0a8de44c,653240ad,0
0a8de44c,65835406,0
0a8de44c,665d0333,0
0a8de44c,6d9726e3,0
0a8de44c,7091755c,0
0a8de44c,72321cce,0
0a8de44c,73b60553,0
0a8de44c,811acbc5,0
0a8de44c,85b437c5,0
0a8de44c,86a034ae,0
0a8de44c,86ca1988,0
0a8de44c,89be0eea,0
0a8de44c,90eea53b,0
0a8de44c,914a1ace,0
0a8de44c,91e8f44e,0
0a8de44c,932c026a,0
0a8de44c,94626ddf,0
0a8de44c,957fecc4,0
0a8de44c,98373637,0
0a8de44c,9913e18c,0
0a8de44c,9b775066,0
0a8de44c,9ca8642e,0
0a8de44c,a5526f50,0
0a8de44c,a63f3679,0
0a8de44c,aace33f6,0
0a8de44c,ac348363,0
0a8de44c,ac5716fe,0
0a8de44c,b2348153,0
0a8de44c,b5899225,0
0a8de44c,b7648cbc,0
0a8de44c,be329903,0
0a8de44c,c1de123c,0
0a8de44c,c75f51e9,0
0a8de44c,c9078cf6,0
0a8de44c,c9efa3f0,0
0a8de44c,d605bab3,0
0a8de44c,d6da07c7,0
0a8de44c,d7d44d9f,0
0a8de44c,d8021c22,0
0a8de44c,da473681,0
0a8de44c,dfa1de3f,0
0a8de44c,e149186a,0
0a8de44c,e1bada9c,0
0a8de44c,e45e2878,0
0a8de44c,e6287028,0
0a8de44c,e88889d7,0
0a8de44c,eaa7493f,0
0a8de44c,ebd94ccf,0
0a8de44c,ef51261f,0
0a8de44c,f31467c2,0
0a8de44c,f4ff4eae,0
0a8de44c,f59b980f,0
0a8de44c,f8e4ed3e,0
0a8de44c,fd476cba,0
0a8de44c,fd5d9b62,0
0a8de44c,fea373c8,0
0a8de44c,ffec98d7,0
0ad4aa46,063b0f68,0
0ad4aa46,09fe550d,0
0ad4aa46,12217828,0
0ad4aa46,1bdc0c55,0
0ad4aa46,3915a6a5,0
0ad4aa46,3967f071,0
0ad4aa46,3a4ac601,0
0ad4aa46,3ea0483a,0
0ad4aa46,3fb9bbae,0
0ad4aa46,665725e1,0
0ad4aa46,693c3fd8,0
0ad4aa46,75277eab,0
0ad4aa46,7b3b78f5,0
0ad4aa46,839ae5f3,0
0ad4aa46,8c4ff326,0
0ad4aa46,9899ac4c,0
0ad4aa46,989a74ca,0
0ad4aa46,a5d413b2,0
0ad4aa46,b00e8e11,1
0ad4aa46,b07ea532,0
0ad4aa46,b5b12658,0
0ad4aa46,bd4f964f,0
0ad4aa46,c3043995,0
0ad4aa46,c600af52,0
0ad4aa46,d3556557,0
0ad4aa46,d68e5016,0
0ad4aa46,d89d5e22,0
0ad4aa46,e754a524,0
0ad4aa46,fced1cf1,0
0ae07252,ea137341,1
0b2448c7,0b2448c7,1
0b2448c7,872b264f,1
0b2448c7,dd9bdc05,1
0b369747,1b19857e,1
0b369747,529cd6fd,0
0b369747,7ca58742,1
0b369747,88aaa3a3,1
0b369747,b77e9bfd,1
0b369747,c6270995,1
0b369747,ce2ab968,1
0b369747,f21848af,0
0bcf1f54,3bdbe799,0
0bcf1f54,4dbf1c6c,0
0bcf1f54,baa977d6,0
0bcf1f54,ea502496,0
0bcf1f54,f9f4a330,0
0c030810,0472d735,0
0c030810,06cbd331,0
0c030810,0ddea96b,0
0c030810,1a0060f0,0
0c030810,204e8e96,0
0c030810,26ff52a3,0
0c030810,589bcd4b,0
0c030810,65490a1f,0
0c030810,744b4470,0
0c030810,8613a6c7,0
0c030810,8638314d,0
0c030810,a283a3f9,1
0c030810,b6142e89,0
0c030810,b7dff1be,0
0c030810,c23d13e2,0
0c030810,d96f5c2b,0
0c030810,e89a398f,0
0c030810,f1d5897c,0
0c030810,f2f90760,0
0c030810,f4df34e9,0
0c030810,f8885e2b,0
0c030810,ffaaef1a,0
0c07244b,002c559b,0
0c07244b,036c39fe,0
0c07244b,05f23948,0
0c07244b,0633cc75,0
0c07244b,0c07244b,1
0c07244b,150322b3,0
0c07244b,1672ea75,0
0c07244b,1d71df87,0
0c07244b,22be1313,0
0c07244b,24533b5d,0
0c07244b,280904d3,0
0c07244b,2a6a15cd,0
0c07244b,2bde6f9b,0
0c07244b,2d1296c3,0
0c07244b,317b67a4,0
0c07244b,322ea1e1,0
0c07244b,3569f77a,0
0c07244b,416bc525,0
0c07244b,438f55f2,0
0c07244b,463f5bf5,0
0c07244b,48e97d3a,0
0c07244b,4a9b4039,0
0c07244b,4d1e81a5,0
0c07244b,543cc599,0
0c07244b,59b6e0d9,0
0c07244b,5b7d08f9,0
0c07244b,5be73b82,0
0c07244b,5c033a4e,0
0c07244b,6097f4c6,0
0c07244b,62da40fe,0
0c07244b,67b16b4b,0
0c07244b,67fc19a2,0
0c07244b,6b425170,0
0c07244b,7501cdc9,0
0c07244b,782ac561,0
0c07244b,79a01cd7,0
0c07244b,7e571f61,0
0c07244b,87224afc,0
0c07244b,8996cd9b,0
0c07244b,8e0b3f0a,0
0c07244b,96502f86,0
0c07244b,97821d9a,0
0c07244b,99d4e66e,0
0c07244b,99ec7fe5,0
0c07244b,abdce427,0
0c07244b,b2dbd7a7,0
0c07244b,b327fab0,0
0c07244b,b55bfc9f,0
0c07244b,b6a62cce,0
0c07244b,b7181f13,0
0c07244b,c0274a8f,0
0c07244b,c4f5a3e9,0
0c07244b,c5221387,0
0c07244b,c6f46650,0
0c07244b,c77b780e,0
0c07244b,c8c3dc96,0
0c07244b,cd7f0ea5,0
0c07244b,ce81ffba,0
0c07244b,d22baced,0
0c07244b,d307aff1,0
0c07244b,d53672e4,0
0c07244b,d56af94b,0
0c07244b,d7012694,0
0c07244b,d7302eb5,0
0c07244b,d8fa1b69,0
0c07244b,f4f35c3f,0
0c07244b,f5a796d3,0
0c07244b,feaba798,0
0c1c75cf,0c1c75cf,1
0c1c75cf,1c0b136e,0
0c1c75cf,1cdf9fef,1
0c1c75cf,2ddbef02,0
0c1c75cf,34152c07,1
0c1c75cf,3cf84142,0
0c1c75cf,42778260,1
0c1c75cf,55ee48f3,0
0c1c75cf,6236e952,0
0c1c75cf,62f043fc,0
0c1c75cf,78b4a267,0
0c1c75cf,d2d3cbba,0
0c1c75cf,eaa0ec10,0
0c1c75cf,fd3bac22,1
0c908473,6a347f9e,1
0c908473,e3795984,0
0ca56dd2,2b38e4e3,0
0ca56dd2,5a49a175,0
0ca56dd2,7bae9e82,0
0ca56dd2,92186950,1
0ca56dd2,9dff2143,0
0ca56dd2,ffedef38,0
0cb14cd7,02610d5f,0
