ix,name,street,city,postalcode,duns,countrycode
05ab6b6a,cablematic dos mil s l,85 carrer de santander,barcelona,8020,464065908,ES
d63e3340,umt umweltingenieure gmbh,1 adolph kolping platz,ulm,89073,333374796,DE
71747e06,tropack packmittel gmbh,8 vor dem polstck,lahnau,35633,,DE
8de0b63f,bueromarkt boettcher ag,3 brusseler str,jena,07745,,DE
76e834db,datalis,8 avenue gutenberg,portet sur garonne,31125,260332779,FR
f0d34671,hamilton sundstrand,cl4747 harrison ave,rockford,61125,,US
591099fe,nespresso deutschland gmbh,speditionsstrae,dusseldorf,40221,,DE
7deb146f,smiths aerospace electronic systems,cheltenham,cheltenham,gl528sf,,GB
c6401891,dr ing k busch gmbh,1 schauinslandstr,maulburg,79689,,DE
e67441ba,ma componentes sl,pg el pino calle,seville,41016,,ES
b9b20b60,translogic inc,5641 engineer dr,huntington beach,92648,075072116,US
d42eb6b4,tino winter,obere au,rechtenstein,89611,,DE
b60f09c2,stc steyr wlzlager,40 41 rosenthaler str,berlin,10178,,DE
4389becc,ask distribution,rue de la boucherie,molsheim,67120,,FR
7675fecc,salicru electronics,calle parque ind,seville,41016,,ES
2f0901d9,mike garwood ltd,shelleys lane,alton,gu34,,GB
e8c68ece,uk space agency,north star avenue,swindon,sn2 1sz,,GB
7bb6b025,mayre sc,5 b calle lopez de legazpi,seville,41008,,ES
ea3544e6,honeywell international sarl honeywell international sarl honeywell international sarl,4 avenue saint granier,toulouse,31024,,FR
9438b5e4,dichtelemente arcus gmbh,6 gromoor ring,hamburg,21079,313821894,DE
f51fd948,adf technologies,6 avenue jean monnet,colomiers,31770,,FR
68ba9560,frey blumenhof,mittenheimer str,oberschleissheim,85764,342418069,DE
a9f4905c,inficon gmbh,bonner str,cologne,50968,,DE
4fe4ecd1,le manoir de gressy,chemin des carrosses,gressy,77410,,FR
291ef3cc,fako chemische fabrik,15 peutestr,hamburg,20539,340213235,DE
ea4e028b,franz spahn,7 wiedhof,bad salzdetfurth,31162,,DE
43cb5eea,kerb konus vertriebs gmbh,7 werner von braun str,amberg,92224,,DE
a0a1b780,pts automation gmbh,166 donatusstr,pulheim,50259,332540769,DE
787940de,marconi selenia communications spa,1a via ambrogio negrone,genoa,16153,440028405,IT
9b938f7e,siemens ag,16 sieboldstr,erlangen,91052,342558576,DE
84ba9e9f,rts elektronik systeme gmbh,66 preysingstr,wolnzach,85283,,DE
149303db,casa compras,calle la mata,seville,41002,,ES
536d4a08,ge aviation,arle court,cheltenham,gl51 0tp,505518316,GB
2948b589,ea elektro automatik ea elektro automatik gmbh co kg ea elektro automatik,31 37 helmholtzstr,viersen,41747,,DE
afe75b2f,galileo avionica spa,2 via dei castelli romani,pomeziarome,00040,,IT
c88a84fd,hartmetallwerkzeugf a maier gmbh,2 stegwiesen,schwendi,88477,343071213,DE
417a8fd6,siemens ag,67 siemens str,erlangen,91052,506764468,DE
3e254c40,hahnkolb werkzeuge gmbh,schlieffenstr,ludwigsburg,71636,,DE
e2dbddca,kalzbw reglab 4 cottbus,66 sielower landstr,cottbus,3044,,DE
07587bc5,wuerttembergische allplastik,12 johannes kepler str,herrenberg,71083,,DE
864118ea,selex sensors and airborne,2 crewe road north,edinburgh,eh5 2xs,,GB
daeb8443,fleurop gmbh,3 4 lindenstr,berlin,12207,313232118,DE
398fd377,uwe sieber,36 morgenstr,magdeburg,39114,,DE
95f31722,galileo avionica spa,2 via dei castelli romani,pomezia,00040,,IT
ea502496,northrop grumman systems corporation,8710 freport pkwy ste 180,irving,75063,624839184,US
f925cc7a,r g gmbh r g gmbh faserverbundwerkstoffe r g gmbh,7 im meiel,waldenbuch,71111,,DE
e6e0f237,fako heinrich a anton,suderstr,hamburg,20537,,DE
ad6aa35d,yoshida deutschland gmbh ykk,33 ostring,mainhausen,63533,,DE
087ec076,waycon,4 mehlbeerenstr,taufkirchen,82024,315952668,DE
bfe44ff1,honeywell aerospace,23500 w 105th st,olathe,66061-8425,,US
3d27ce91,isocel management conseil,rue robert caumont,bordeaux,33049,,FR
35b7cba1,clinter traducciones e,57 calle gran via,madrid,28013,,ES
f89ddf6d,aeroflex test solutions,school close,chandler s ford,so534ra,216834002,GB
3e20c961,les parents et amis des enfants de,8 rue jules ferry,frouzins,31270,273813845,FR
d01db847,wuerttembergische allplastik,12 johannes kepler str,herrenberg,71083,,DE
65f1dcb1,srtechnics,calle de mario roso de luna,madrid,28022,,ES
225abc01,marconi selenia,1a via a negrone calda,genoa,16153,339927545,IT
87f5d711,zarm technik ag,am fallturm,bremen,28359,537384638,DE
480d52bc,mbs ag,51 eisbachstr,sulzbach laufen,74429,316133263,DE
42778260,buerklin ohg,grnwalder weg,oberhaching,82041,,DE
f6dbbbb7,bats feuerschutz,7 heckenweg,pfaffenhofen,89284,,DE
9e20622b,general dynamics uk ltd,blackwood,blackwood,np12,,GB
46a13500,ge aviation,bishops cleeve po box 162,cheltenham,gl528yb,,GB
125d44ed,knab gmbh,4 himmelkronstr,bayreuth,95445,312951213,DE
0f8eb8df,ucon ag containersysteme kg,sechsheldener str,haiger,35708,341057797,DE
96a49b82,druck ltd,fir tree lane,groby,le60fh,,GB
de51d1e5,von roll uk limited,wharfedale road,bradford,bd4 6sg,021309974,GB
f3020ce6,linde technische gase gmbh,70 seitnerstr,pullach,82049,329252832,DE
f37452c7,swansea university prifysgol aberta,singleton park,swansea,sa2 8pp,232227629,GB
82a5d8aa,gss kalender gmbh,11 carl zeiss str,heiligenhaus,42579,,DE
6694cef8,roth gmbh und co kg,28 zusamstr,augsburg,86165,313234338,DE
9e25be5b,selex galileo,strada privata aeroporto caselle smaurizioc se,,10077,,IT
a17ba961,honeywell aerospace,190th st,torrance,25250,,US
0cb14cd7,en deko vertriebs gmbh,4 zeppelinstr,dornstadt,89160,,DE
b67216e7,juliane rode,33 leonrodstr,munich,80000,,DE
932b06e8,natixis factor starplast,avenue winston churchill,charenton le pont,94220,281985668,FR
79533769,ristorante roma,17 marktstr,ostheim,97645,,DE
d6f7e7e1,witec elektrotechnik gmbh,hauptstr,leichlingen,42799,312570586,DE
289e052c,comptoir du sud ouest,58 boulevard pierre lefaucheux,le mans,72029,,FR
c4101dee,ht instruments gmbh,1b am waldfriedhof,korschenbroich,41352,,DE
1cbe52ce,fischer pierce und waldburg,8 frst maximilian str,kilegg,88353,322962465,DE
b05a1ef5,wupptool,herbringhausen,wuppertal,42399,341522115,DE
7d694999,nespresso deutschland gmbh,8 zollhof,dusseldorf,40221,333868649,DE
e29b4c7f,frey blumenhof,mittenheimerstrasse,unterschleissheim,85716,,DE
911661a6,josef hubersmd technik und nc metechnik,42 hauptstr,palling,83349,340637959,DE
ccd0b6df,luces sl,46 calle del general diaz porlier,madrid,28001,,ES
77d9d097,copac,calle bahia de pollensa,madrid,28042,,ES
85defdc1,hamilton sundstrand,4747 harrison ave,rockford,61108-7929,,US
63370b08,nm medical,200 avenue des gresillons,asnieres sur seine,92600,038107119,FR
8e8b6e06,gorlo,12 am buhl,gerbershausen,37318,,DE
afa3b342,honeywell aerospace,23500 w 105th st,olathe,66061-8425,021214283,US
bc538853,strher druckerei verlag,h h warnke strae,celle,29227,,DE
c5f81518,ge aviation systems ltd,bishops cleeve,cheltenham,gl528yb,,GB
0384d657,noveltis,2 pl canal,ramonville saint agne,31520,,FR
e6950a84,temai ingenieros,10 calle de rivas,coslada,28821,,ES
079d4185,maxstore gmbh,31 gunterstr,helmbrechts,95233,,DE
5a985e0b,polytec pt gmbh,1 7 polytec platz,waldbronn,76337,,DE
7ca58742,united parcel service,1 grlitzer strae,neuss,41401,315081096,DE
1c697ecd,dga techniques aeronautiques,47 rue saint jean,balma,31130,,FR
f3bfed60,vds,29 rheinstr,darmstadt,64283,,DE
b4c7a05a,intercomp europe ltd,manor farm road,reading,rg10 0py,221393783,GB
d0fec07a,honeywell international sarl,4 avenue saint granier,toulouse,31024,,FR
b92be33e,gaudin gerard,43 rue victor hugo,puteaux,92800,279719202,FR
9bb2f5d9,specialty fasteners components,unit d seymour wharf,totnes,tq9,233148675,GB
2d652dca,natixis factor hi techmetal,avenue winston churchill,charenton le pont,94220,281985668,FR
de3c7522,spieth maschinenelemente,41 alleenstr,esslingen am neckar,73728,317648764,DE
93094ac3,kfv kasse,13 heimstr,asselfingen,89176,,DE
4007988f,nerb kg,16 ingolstadter str,manching,85077,,DE
9b5a40f0,miller company pc,4929 main st,kansas city,64112-2631,021212477,US
6bc2d697,hbs electronic gmbh,89 91 mannheimer str,bruhl,50321,,DE
40dc815f,febrotec gmbh,frankfurter str,halver,58553,,DE
3b3b9e66,arrow iberia electronica slu,75 calle albasnz,madrid,28037,056509457,ES
c55aca6c,viking direct,lancer house,leicester,le31ub,505049999,GB
793de89f,kalzbw reglab 4 cottbus,66 sielower landstr,cottbus,3044,,DE
86ca1988,dataprof espaa sa,63 calle santa leonor,madrid,28037,466352929,ES
ae724f31,ernst haefele siehe 157m0,22 hafenbad,ulm,89073,,DE
066c325e,intersport,6 am westpark,ingolstadt,85057,,DE
6bec18c7,sealershop gmbh,siemensstr,kleve,47533,312678741,DE
34152c07,buerklin ohg,30 grunwalder weg,oberhaching,82041,,DE
94c93a16,csb battery store,14 badstr,neumarkt in der oberpfalz,92318,,DE
5fae6160,ads analyse detection securite,31 route de paris,jouars pontchartrain,78760,,FR
c6270995,ups deutschland inc co ohg,1 grlitzer str,neuss,41460,318066107,DE
f1a33bdb,moravia gesellschaft fuer,10 rostocker str,wiesbaden,65191,,DE
ff973ba5,acm,9 rue de la gare,villiers saint frederic,78640,380071407,FR
9a51e10b,cover construction company limited,filkins mill,lechlade on thames,gl7,,GB
9d90ddbc,faure herman,route de bonnetable,la ferte bernard,72400,,FR
9f0dae5b,specialty fasteners components,unit d seymour wharf,totnes,tq9,233148675,GB
f21848af,united parcel service,garlitzer str,neuss,41401,,DE
af7f506c,lapp gmbh und co kg,25 schulze delitzsch str,stuttgart,70565,,DE
f7a9a181,honeywell,415 lind ave sw,renton,98057-5959,602570855,US
5868e71c,aspen electronics limited,kildare close,ruislip,ha4 9ur,,GB
20082566,delta computer,4 rntgen str,reinbek,21465,031634716,DE
0483c61c,bruggemann gmbh co kg,2 am kalkheck,herdecke,58313,,DE
d6da86b4,chartworld gmbhco,90 ruhrstr,hamburg,22761,331067814,DE
8f282398,amtag,lise meitner str,meerbusch,40670,,DE
7d1269cf,wuerttembergische allplastik,12 johannes kepler str,herrenberg,71083,316084979,DE
ab9e5ecd,editorial planeta sa,662 664 avinguda diagonal,barcelona,8034,460024151,ES
06cbd331,casa compras,calle la mata,seville,41002,462422616,ES
e0a1ea00,honeywell consumables solutions sas,4 avenue saint granier,toulouse,31024,380951202,FR
79a01cd7,weinmann emt gmbh co kg,12 frohbase str,hamburg,22525,,DE
bd8d35b0,thales communications,83 85 rue emile brault,laval,53000,,FR
9c87ac4e,intercompany,internal ap intercompany account,newport,np108fz,,GB
3009cbca,ge measurement control,fir tree lane,groby,le60fh,,GB
26eaed40,sew eurodrive gmbh co,42 ernst blickle str,bruchsal,76646,316073634,DE
f704e1f0,bildungswerk der wirtschaft hamburg,10 kapstadtring,hamburg,22297,,DE
cba3b588,vega grieshaber kg,113 am hohenstein,schiltach,77761,315640268,DE
3b673006,heisslufttechnik flocke gmbh,2 4 mondstr,feldkirchen,85622,,DE
6afadc90,international farbenwerk gmbh,lauenburger landstrae,bornsen,21039,327670568,DE
a65009a4,sna europe,willettstr,mettmann,40822,,DE
e20bbf3a,fhf gmbh,waterbergstrae 11,bremen,28237,328761531,DE
877c733f,ad aerospace ltd,abbots park,runcorn,wa73gh,778562785,GB
212fd244,buerklin ohg,245 hherweg,dusseldorf,40231,325678258,DE
6a6bf243,jura zentralservice singen,16 otto hahn str,singen,78224,,DE
31ea5edd,h media,329 heistraat,antwerp,2610,372377817,BE
705f3215,honeywell,4150 lind ave sw,renton,98057-4973,,US
517bc079,acl digital ltd,unit 20 city business centre,lower road london,se16 2xb,345662639,GB
4c549e3e,bail expansion,4 place de la coupole,charenton le pont,94220,281985668,FR
97a76c1e,genex srl,via torre sant eusebio,rome,131,,IT
27214aac,stumpf,37b marienburger str,landshut,84028,340225397,DE
c9f2444f,natixis factor,10 12 avenue winston churchill,charenton le pont,94220,281985668,FR
dd2d6cef,snap on industrial germany snap on industrial germany division of sna germany gmbh snap on industrial germany,10 willettstr,mettmann,40822,,DE
0e02feec,heider druck gmbh,102 116 paffrather str,bergisch gladbach,51465,323117283,DE
441201cc,fhf gmbh,26 kap horn str,bremen,28237,328761531,DE
e8748ac9,sogeti high tech sogeti high tech sogeti high tech,3 chemin de laporte,toulouse,31300,,FR
489551b4,wurth elektronik france,1861 avenue henri schneider,jonage,69330,,FR
de01875a,cpd lieferanten div inland,ottobrunn,ottobrunn,85521,,DE
aed69ed2,pri performance review institute,1 york street,london,w1u 6pa,211485159,GB
430107b3,mewa textil mietservice,4 tiergartenstr,meisenheim,77974,,DE
20bfa4e2,industrie elektronik brilon gmbh,40 almerfeldweg,brilon,59929,341296051,DE
8e71eb0a,nespresso deutschland gmbh b 746m6,8 zollhof,dusseldorf,40221,333868649,DE
aa588573,herco sa,km 7 700 carretera valencia,cuarte de huerva,50410,,ES
e31e7851,aeroflex test solutions,school close,chandler s ford,so534ra,,GB
39b835d7,relats sa,s n carrer priorat,caldes de montbui,08140,460034838,ES
cf3e271a,mti 1998 ltd,paramount industrial estate,watford,wd247xd,023023731,GB
6f983ec3,smiths aerospace electronic systems,cheltenham,cheltenham,gl528sf,288525181,GB
2d083328,finder relais gmbh,30 eisenstr,russelsheim,65428,321645632,DE
26d9662d,performance plastics,max planck str,karben,61184,537523854,DE
d204f151,analisis y simulacion sl,14 plaza t alava c leonardo da vinci,vitoria gasteiz,1510,565189297,ES
1cdf9fef,buerklin ohg,grunwalder weg,oberhaching,82041,,DE
b025e040,forum luft und raumfahrt e v,10 flensburger str,berlin,10557,312583942,DE
62cb855d,siemens ag,98 frauenauracher str,erlangen,91056,331535687,DE
338a8e03,syskomp gmbh emico,max plank s trasse,amberg,92224,038800273,DE
785fd028,tenovis direct gmbh,23 waldstr,dietzenbach,63128,330443438,DE
ded97524,grimm metallpulver gmbh,1 am wasserturm,roth,91154,316106467,DE
bb51afdf,gestion y valorizacion integral del,calle tecnologia,getafe,28906,,ES
9675372e,sunaero,70 rue ampere,genay,69730,,FR
cb7e6e32,wirtshaus in der au,lilienstrae,munich,81669,,DE
5482cb6f,isocel management conseil sarl,rue robert caumont,bordeaux,33049,,FR
0a6ce927,abstract electronics inc,11526 53rd st n,clearwater,33760-4825,,US
f82ae003,stahlgruber,22 auchertwiesenweg,ulm,89081,333567183,DE
c42aecca,sogeti high tech,2 av l escadrille normandie niemen,blagnac,31700,287711456,FR
5bc46d34,umt,1 adolph kolping platz,ulm,89073,,DE
d4f89691,clem sau,8 avenida fuente nueva,san sebastian de los reyes,28703,,ES
218daa95,busse design engineering gmbh,18 nersinger str,elchingen,89275,,DE
50c0a262,supplier loaned equipment,the quadrant,newport,np108fz,,GB
a45fa6f8,asup gmbh,10 beckedorfer bogen,seevetal,21218,314690277,DE
4e1873e2,heisslufttechnik flocke gmbh,2 4 mondstr,feldkirchen,85622,,DE
b6d715b7,neurtek sa,3a pg azitain,eibar,20600,,ES
c26ff6ce,zf gastronomie service gmbh,alfred colsmann platz,friedrichshafen,88045,341635338,DE
5b4d312a,fritz osk michallik gmbh co kg,kilingweg 60,muhlacker,75417,323802124,DE
1f9ecb03,sinus electronic gmbh,6 schleifweg,untereisesheim,74257,330960878,DE
399eaa83,manuel riesgo sa,00 avenida real de pinto,madrid,28021,046865961,ES
782a5b93,3p gmbh,27 max planck str,karben,61184,537523854,DE
252c7286,grupo proyemer sca,s n carretera a lagos del serrano,el ronquillo,41880,633456546,ES
953bbfa7,nm medical,200 avenue des gresillons,asnieres sur seine,92600,278082214,FR
b2b091c3,vtr ruether,cl steinheide 43,tonisvorst,47918,,DE
62417f75,r g gmbh,13 im meiel,waldenbuch,71111,,DE
1a7157e2,hybeta gmbh,15 im breitspiel,heidelberg,69126,312527225,DE
1a8f3989,technolit gmbh,industriestrae,grossenluder,36137,031582798,DE
caa9b691,cosset md,rue jean mermoz,le haillan,33185,277271321,FR
8528e518,smarttools,52 luisenstr,bramsche,49565,326272437,DE
1e8a4a96,thales communications,83 85 rue mile brault,laval,53000,064773277,FR
2cad6fb3,buchhandlung gerd stiebert,kupferstr,ingolstadt,85049,,DE
7a17d0c9,alter ego 31,chemin de gramont,colomiers,31770,779097252,FR
d38a1e31,hahnkolb werkzeuge gmbh,postfach 06 60,ludwigsburg,71606,343074233,DE
adb29e37,selex es spa,via giulio vincenzo bona 85,rome,156,434387298,IT
c77b780e,hodt korrosionsschutz,flurstrae 8,hamburg,21465,317577443,DE
39c6607f,hoefer gmbh,14a keferloher str,haar,85540,,DE
e86664b8,klever gmbh und co kg,20 hauptstr,aham,84168,326107463,DE
1a2538df,mel aviation ltd,60 woolmer way,bordon,gu35,,GB
9e14e359,dhci,83 baker street,london,w1u 6ag,719325297,GB
9763015e,rochester electronics,fenice court,saint neots,pe19,,GB
da103a5d,slind parts sa,km10 avenida de andalucia,madrid,28021,,ES
b7dff1be,mayre sc,5b calle lopez de legazpi,seville,41008,,ES
4a66bfa6,nespresso deutschland gmbh,speditionsstrasse,dusseldorf,40221,341618791,DE
3c32bf99,kerb konus vertriebs gmbh,7 wernher von braun str,amberg,92224,327960993,DE
258f846f,omnilab laborzentrum gmbh co kg,8 robert hooke str,bremen,28359,,DE
7ebcc13b,viking direct,po box 279,leicester,le31yu,,GB
b2bd34fb,sport in,17 jesuitenstr,ingolstadt,85049,340898242,DE
e3c0d785,gruschwitz gmbh tech twist,68 memminger str,leutkirch im allgau,88299,,DE
61f33364,thales uk limited,manor road,crawley,rh109ha,,GB
0d5ea3e3,bilz,25 bblinger str,leonberg,71229,322944653,DE
cfcf9b8c,keithley instruments gmbh,65 landsberger str,germering,82110,031609217,DE
2b288390,swansea university,singleton park,swanseasa28pp,sa2 8pp,232227629,GB
cb47ddd6,infoscore forderungsmanagement gmbh,99 rheinstr,baden baden,76532,,DE
56828152,futronic gmbh,tolnauer str,tettnang,88069,031612328,DE
82bd2594,sna europe deutschland,5 auf dem hls,mettmann,40822,344805481,DE
42b4a934,rdmadrid sl,79 1 calle de caleruega,madrid,28033,,ES
0bcf1f54,northrop grumman corporation,225 e john carpenter fwy,irving,75062-2282,624839184,US
c48d2aae,thales uk ltd,newton road,crawley,rh10 9ts,232257352,GB
e4931485,aermec,rue du developpement,guereins,01090,,FR
f0d73756,insa sa,34 paseo del pintor rosales,madrid,28008,,ES
4c2bd98f,aucosys,12 hofhalde,goppingen,73035,,DE
d1406ede,sna europe,willettstr,mettmann,40822,,DE
efc19188,tts tooltechnic systems ag co kg tts tooltechnic systems ag co kg tts tooltechnic systems ag co kg,20 wertstr,wendlingen,73240,,DE
6ee56e9a,reinartz kleinteileversand gmbh c,15 sachsstr,pulheim,50259,,DE
da473681,telkron informatica sl,13 avenida de donostiarra,madrid,28027,466848012,ES
73616d1e,honeywell,4150 lind ave sw,renton,98057-4973,,US
953c0298,dajv,10 alte bahnhof strae,bonn,53173,342801286,DE
b8e81c89,le manoir de gressy,2 rue saint denis,gressy,77410,,FR
b1048531,barr vertriebs gmbh,5 robert bosch str,heddesheim,68542,,DE
fc00de12,b z werkzeuge gmbh,carl peters strae,korntal munchingen,70825,,DE
7d5c9986,lambda gmbhco kg,12 am bahnhof,bischofswiesen,83483,551265957,DE
98b81beb,buerklin,40 schillerstr,munich,80336,316757657,DE
576c60fa,richardson rfpd italy srl,viale fulvio testi,milan,20126,,IT
e4af5c6f,techspace aero sa,route de liers 121,herstal,4041,372380824,BE
6b20710b,triumph actuation systems uk iom,cheltenham,cheltenham,gl52 8sf,211207784,GB
7e12b971,schlicker,5 gewerbestr,radevormwald,42477,312835861,DE
c906f2e3,botschaft afghanistan,3 taunusstr,berlin,14193,,DE
8c9bc065,verion gmbh,22e unter den buchen,schorfheide,16244,,DE
d96f5c2b,casa compras casa compras casa compras,calle la mata,seville,41002,,ES
7b945201,deutsche messe ag,messegelande,hanover,30521,315766592,DE
6a27215d,stahl schaltgeraete gmbh,30 am bahnhof,waldenburg,74638,,DE
a05b9a23,maschinenhandel meyer,10b reinhard rube str,gottingen,37077,341887429,DE
d13e9fb6,belfor deutschland gmbh,24 keniastr,duisburg,47269,,DE
5fb580f9,tfc ltd,58 pfaffenhaule,singen,78224,,DE
ac4b18e7,timmer pneumatik gmbh,37 dieselstrae,neuenkirchen,17498,317314334,DE
c5ac2407,r g faserverbundwerkstoffe gmbh,7 im meiel,waldenbuch,71111,319932075,DE
bfa7ec3e,gluetec,8a am biotop,geisenheim,65366,312578667,DE
98373637,insa sa,34 paseo del pintor rosales,madrid,28008,478818925,ES
a6361f15,cz handels gmbh,klaus groth weg,delmenhorst,27753,,DE
d8fa1b69,fako,15 peutestrae,hamburg,20539,340213235,DE
a2f3cbce,sennheiser vs gmbh co kg,karl wiechert allee,hanover,30625,499187367,DE
5d5ec1f6,schmersal gmbh und co,30 mddinghofe,wuppertal,42279,331310735,DE
009a86ad,sogeti high tech toulouse,3 chemin de laporte,toulouse,31300,261969181,FR
e22830a5,technifast ltd,north folds road,corby,nn18 9at,,GB
8a1b9f76,sz druck verlagsservice gmbh,2 6 martin luther str,sankt augustin,53757,,DE
2ed5bec0,east view geospatial inc,10601 wayzata blvd,minnetonka,55305-1515,,US
805ea6f8,biko bildungskooperation regionen,schillerstrasse,ludwigsburg,71638,,DE
834f832d,flm gmbhfoto licht und messtechn zubeh r,18 schtzen strae,emmendingen,79312,312664618,DE
e149186a,precintia internacional sa,22 avenida de manoteras,madrid,28050,,ES
81c95c87,speedpoint next generations gmbh,rheinstr,darmstadt,64295,,DE
6cf59033,architektenkammer der,geeren,bremen,28195,,DE
c0f0bdab,seton gmbh,5 7 otto hahn str,langen,49838,322762329,DE
6898f92e,dwt gmbh,wilhelm tenhagen str,bottrop,46240,,DE
923a799d,gross karlheinz,37 ulmenweg,zweibrucken,66482,342096003,DE
9335eaa3,banderas y mastiles sosa dias sa,poligono ind sur,colmenar viejo,28770,,ES
79c98d45,organisation pro software,11a innere wiener str,munich,80000,,DE
551a20a0,essentra components gmbh,lauterbachstrae,geretsried,82538,,DE
22be1313,fako heinrich a anton,sderstr,hamburg,20537,340213235,DE
fd1727b8,essentra components gmbh,19 lauterbachstr,geretsried,82538,,DE
ed00abba,datalis,8 avenue gutenberg,portet sur garonne,31125,896814522,FR
