ix_left,ix_right,name_left,name_right,street_left,street_right,city_left,city_right,postalcode_left,postalcode_right,duns_left,duns_right,countrycode_left,countrycode_right,y_true
19c06e93,1db0ec72,denzel kg,bmv mietservice gmbh,12 mhlwinkel,12 hasenwinkel,wertingen,wolgast,86637,17438,316456565,,DE,DE,0
4c1e2c61,2b288390,swansea university,swansea university,singleton park,singleton park,swansea,swanseasa28pp,sa2 8pp,sa2 8pp,232227629,232227629,GB,GB,1
8ae6cdb0,aeba4b32,ge sensing,druck limited,fir tree lane,fir tree lane,groby,groby,le6 0fh,le6 ofh,219144201,226525053,GB,GB,0
4c772645,2839b691,mewa textil mietservice,mewa textil service ag co,5 hermann gebauer str,hermann gebauer str,meisenheim,weil im schonbuch,77974,71093,314496969,318287794,DE,DE,0
39082433,3b9f57b4,sinus electronic gmbh,sinus electronic,schleifweg,schleifweg,untereisesheim,untereisesheim,74257,74257,,,DE,DE,1
5c91b347,81f2bcb7,phoenix contact hmi ipc,phoenix contact gmbh co phoenix contact gmbh co phoenix contact gmbh co,29 kurze str,8 28 flachsmarktstr,filderstadt,blomberg,70794,32825,,,DE,DE,0
893c79db,21dd90c8,gesa equipos y suministros indus,gesa equipos y suministros indus,19 carrer de la industria,19 carrer de la industria,teia,teia,8329,8329,,,ES,ES,1
d23b2dac,59de0cf8,aaf sa,compass group france,avenue de paris,avenue de paris,vincennes,chatillon,94300,92320,,,FR,FR,0
77f5274a,b54f1933,selex es spa,selex es spa,via piemonte,via piemonte,rome,rome,187,187,434003576,,IT,IT,1
3ff0a037,31977c06,siemens ag,siemens ag,1 gnther scharowsky strae,16 hartmannstr,erlangen,erlangen,91058,91052,331491514,,DE,DE,1
2b6c43e5,71d680b3,industrie und,industrie und handelskammer,fasanenstr,fasanenstr,berlin,berlin,10623,10623,,,DE,DE,1
97571df1,43c007d9,kvt koenig gmbh,ceg alain vendrell ek,14 max eyth str,max eyth str,illerrieden,illerkirchberg,89186,89171,,342171451,DE,DE,0
bace2c59,dd1314c3,vri,kuhn albert,wilhelm maybach str,9 wilhelmstr,ellwangen,stuttgart,73479,70182,342019866,,DE,DE,0
0297485a,39ec323f,gross karlheinz,stadler,37 ulmenweg,7 tulpenweg,zweibrucken,petershausen,66482,85238,,326026627,DE,DE,0
37fa1e22,3b7341ce,marconi selenia communications spa,marconi selenia communications spa,1a via ambrogio negrone,1a via ambrogio negrone,genoa,genoa,16153,16153,,,IT,IT,1
8946d1cc,8de39d71,isr stephan walter,isr stephan walter,56 nahestr,56 nahestr,rodgau,rodgau,63110,63110,,,DE,DE,1
fa96a218,0b9845b5,vds schadenverhtung gmbh,dymacon gmbh,rheinstr,96 rheinstrae,darmstadt,darmstadt,64283,64295,332836506,388046799,DE,DE,0
8c071814,42a5e929,ge aviation systems ltdcustomer services,ge aviation,evesham road,cheltenham,cheltenham,cheltenham,gl528sf,gl52 7,211207784,,GB,GB,0
f21fdcf5,cce26ebb,smiths aerospace customer services,ge aviation,bishops cleeve,evesham road,cheltenham,cheltenham,gl528yb,gl52 8sf,288525181,288525181,GB,GB,0
f02cb731,d8021c22,selex sensos and airborne systems,federal express corporation,lg,lg,edinburgh,madrid,28000,28042,023226769,,ES,ES,0
e649baee,46bed352,blumenhof frey,blumenhof frey,wa3rmbachstraerasse,17a wa12rmbachstraayerasse,unterschleissheim,unterschleissheim,85716,85716,,,DE,DE,1
b1120134,d8b76b14,sogeti high tech,sogeti france,bp n 90076,avenue ziegler,blagnac,blagnac,31700,31700,287711456,,FR,FR,0
0a8de44c,7091755c,rdmadrid sl,cualicontrol aci sa,79 calle de caleruega,67 calle de caleruega,madrid,madrid,28033,28033,056330515,462080649,ES,ES,0
a30fe96c,76a8f47c,edmund optics inc,kd optics,lysander close,new forest farm walshford,york,wetherby,yo30 4xb,ls22,236713199,236859195,GB,GB,0
01c34b3a,e5fd5687,haufe gmbhcokg,sixt gmbhcokg co,weilburger str,trelleborger str,usingen,rostock,61250,18107,,,DE,DE,0
6880aa5d,92daa6b5,ge aviation systems ltd,ge aviation systems ltd,arle court,cheltenham road east,cheltenham,gloucester,gl51 0,gl2 9qn,,,GB,GB,0
b8f79f98,2918dcb8,phytec messtechnik gmbh,schuetz messtechnik gmbh,robert koch str,7a rheinstr,mainz,teltow,55129,14513,,324213826,DE,DE,0
f7da5ee1,484866fb,e a elektro automatik gmbh,ea elektro automatik,31 37 helmholtzstr,31 37 helmholtzstr,viersen,viersen,41747,41747,344304634,330862074,DE,DE,1
1d2e777b,f8db7942,citaku gbr,citaku gbr,32 papenbreede,32 papenbreede,bad essen,bad essen,49152,49152,,,DE,DE,1
35508103,427dcf2a,hr kommunikation,hr service,max von mller s trasse,2 buchenauer str,rottenburg,furstenfeldbruck,84056,82256,340190931,316192707,DE,DE,0
150322b3,62da40fe,fako gmbh,universal transport nord gmbh,peutestr,50 52 peutestrae,hamburg,hamburg,20539,20539,313518398,033032167,DE,DE,0
83024ff7,afac4773,battery direct gmbh,parcom gmbh,1 ewald renz str,ewald renz str,bad schonborn,bad schonborn,76669,76669,331599808,,DE,DE,0
7a60d395,94c93a16,battery direct gmbh,csb battery store,ewald renz str,14 badstr,bad schonborn,neumarkt in der oberpfalz,76669,92318,,,DE,DE,0
39734970,85cc4387,oracle deutschland gmbh,oracle deutschland gmbh,14 schiffbauergasse,riesstr,potsdam,munich,14467,80000,033170335,317774891,DE,DE,0
0ad4aa46,7554a1bb,algner safety consulting services,vwr international gmbh,14 weiherstr,42 whlerstr,friedrichshafen,hanover,88048,30163,,341869043,DE,DE,0
77ca58f8,17ce75d1,buchde,k busch gmbh,an den speichern,1 schauinslandstr,munster,maulburg,48157,79689,031539316,317541456,DE,DE,0
b5596907,83b28c2c,dga techniques aeronautique dga techniques aeronautique dga techniques aeronautique,otis zi du cass ii,47 rue saint jean,saint jean,balma,l union,31130,31240,,,FR,FR,0
0908a0aa,b54f1933,selex es spa,selex es spa,4 piazza monte grappa,via piemonte,rome,rome,195,187,,,IT,IT,1
8e647a80,24273c60,general dynamics uk ltd,general dynamics uk,bryn briithdir,road,blackwood,st leonards,np12,tn38 0hw,295449961,233415103,GB,GB,0
0908a0aa,a240b509,selex es spa,selex es spa,4 piazza monte grappa,piazza monte grappa nr 4,rome,rome,195,195,,339051809,IT,IT,1
816d262e,fc8bf3d0,ge measurement control,ge sensing,fir tree lane,fir tree lane,groby,groby,le60fh,le60fh,226525053,219144201,GB,GB,1
13e982e5,f3020ce6,landeshauptstadt mnchen referat f,linde technische gase gmbh,sendlinger strae,70 seitnerstr,munich,pullach,80331,82049,,329252832,DE,DE,0
3c4c091c,a95f5f08,industrie und,industrie und handelskammer ulm,olgastr,olgastr,ulm,ulm,89073,89073,,498750561,DE,DE,1
05ab6b6a,b79a078a,cablematic dos mil s l,sofitec,85 carrer de santander,de,barcelona,carmona,8020,41410,464065908,,ES,ES,0
d63e3340,f0304ee6,umt umweltingenieure gmbh,nps bauprojektmanagement gmbh,1 adolph kolping platz,1 adolph kolping platz,ulm,ulm,89073,89073,333374796,053758657,DE,DE,0
71747e06,ab00128c,tropack packmittel gmbh,carney gmbh,8 vor dem polstck,25 vor dem wald,lahnau,wutha farnroda,35633,99848,,342656493,DE,DE,0
8de0b63f,cfb8ec8d,bueromarkt boettcher ag,business visum gmbh,3 brusseler str,dusseldorfer str,jena,frankfurt,07745,60329,,,DE,DE,0
76e834db,e26bfb28,datalis,unirep,8 avenue gutenberg,1 avenue gutenberg,portet sur garonne,portet sur garonne,31125,31120,260332779,380349795,FR,FR,0
f0d34671,253ce464,hamilton sundstrand,hamilton sundstrand,cl4747 harrison ave,4747 harrison ave,rockford,rockford,61125,61108-7929,,051079937,US,US,1
39e80128,0206ba41,alexander speith gmbh co kg,bro zimmermann,14 bahnhofstr,14 16 bahnhofstr,varel,dippoldiswalde,26316,01744,319220083,330223603,DE,DE,0
591099fe,fb4d779a,nespresso deutschland gmbh,kienbaum management,speditionsstrae,speditionsstrasse 21,dusseldorf,dusseldorf,40221,40221,,,DE,DE,0
7deb146f,501ad89f,smiths aerospace electronic systems,ge aviation systems ltd,cheltenham,cheltenham,cheltenham,cheltenham,gl528sf,gl528sf,,,GB,GB,0
f02cb731,f2768cdd,selex sensos and airborne systems,technology chemical sl,lg,lg,edinburgh,cadiz,28000,11011,023226769,469364285,ES,ES,0
c6401891,ea4fa8d4,dr ing k busch gmbh,dr ing k busch gmbh,1 schauinslandstr,1 schauinslandstr,maulburg,maulburg,79689,79689,,,DE,DE,1
e67441ba,fb00367a,ma componentes sl,tratercom sll tratamientos termicos de componentes aero,pg el pino calle,12 avenida de mareina,seville,bollullos de la mitacion,41016,41110,,,ES,ES,0
b9b20b60,21312101,translogic inc,translogic inc,5641 engineer dr,5641 engineer dr,huntington beach,huntington beach,92648,92648,075072116,075072116,US,US,1
d42eb6b4,5c3c57bf,tino winter,tino winter,obere au,obere au,rechtenstein,rechtenstein,89611,89611,,,DE,DE,1
b60f09c2,6cd785dc,stc steyr wlzlager,multi printed circuit boards ltd,40 41 rosenthaler str,2 brunnthaler str,berlin,brunnthal,10178,85649,,,DE,DE,0
4389becc,02f8a26c,ask distribution,manfrotto distribution,rue de la boucherie,44 rue de la couture,molsheim,rungis,67120,94390,,263172699,FR,FR,0
7675fecc,8638314d,salicru electronics,salicru electronics,calle parque ind,calle parque ind,seville,seville,41016,41016,,633486162,ES,ES,1
2f0901d9,c2e5b14f,mike garwood ltd,marketline,shelleys lane,sheepen place,alton,colchester,gu34,co3 3lp,,,GB,GB,0
e8c68ece,ab364b25,uk space agency,c and g tool and cutter co ltd c and g tool and cutter co ltd c and g tool and cutter co ltd,north star avenue,north road,swindon,yate,sn2 1sz,bs17 5lq,,,GB,GB,0
7bb6b025,f1d5897c,mayre sc,borrero sanchez hnos sl,5 b calle lopez de legazpi,calle b,seville,seville,41008,41008,,,ES,ES,0
ea3544e6,ad10bc13,honeywell international sarl honeywell international sarl honeywell international sarl,honeywell aerospace vendome,4 avenue saint granier,18 boulevard de l industrie,toulouse,paris,31024,75001,,,FR,FR,0
e1a325bd,bd5cfda5,klever gmbh und co kg,klever gmbh und co kg,20 hauptstr,20 hauptstr,aham,aham,84168,84168,,,DE,DE,1
9438b5e4,eef729a2,dichtelemente arcus gmbh,dichtelemente arcus gmbh,6 gromoor ring,16 beckedorfer bogen,hamburg,seevetal,21079,21218,313821894,313821894,DE,DE,0
f51fd948,fc6b6da4,adf technologies,spie sud ouest,6 avenue jean monnet,26 avenue jean monnet,colomiers,colomiers,31770,31770,,573151839,FR,FR,0
68ba9560,3e16f0cb,frey blumenhof,albert berner deutschland gmbh,mittenheimer str,66 mittenheimer str,oberschleissheim,oberschleissheim,85764,85764,342418069,341842804,DE,DE,0
a9f4905c,6065ae26,inficon gmbh,eriks gmbh,bonner str,bronninghauser str,cologne,bielefeld,50968,33729,,,DE,DE,0
f51fd948,b8c7badc,adf technologies,spie sud ouest,6 avenue jean monnet,26 avenue jean monnet,colomiers,colomiers,31770,31770,,,FR,FR,0
4fe4ecd1,fd6f6e91,le manoir de gressy,association centre port royal,chemin des carrosses,chemin du charme et du carrosse,gressy,saint lambert,77410,78470,,,FR,FR,0
291ef3cc,22be1313,fako chemische fabrik,fako heinrich a anton,15 peutestr,sderstr,hamburg,hamburg,20539,20537,340213235,340213235,DE,DE,0
ea4e028b,440fc4e6,franz spahn,rainer pfanz,7 wiedhof,22 sandackerweg,bad salzdetfurth,aichtal,31162,72631,,,DE,DE,0
a029fb9a,975bdeab,delta computer products gmbh,mce computer gmbh,4 rntgenstr,14 lerchenstr,reinbek,munich,21465,80995,031634716,343582987,DE,DE,0
43cb5eea,25d6d84f,kerb konus vertriebs gmbh,wurdack software,7 werner von braun str,von,amberg,schlitz,92224,96111,,,DE,DE,0
a0a1b780,ce8a3993,pts automation gmbh,abb automation gmbh,166 donatusstr,6 grner weg,pulheim,friedberg,50259,61169,332540769,344889824,DE,DE,0
787940de,f714494d,marconi selenia communications spa,msc marconi selenia,1a via ambrogio negrone,viale dell industria 4,genoa,pomeziarm,16153,00040,440028405,,IT,IT,0
9b938f7e,31977c06,siemens ag,siemens ag,16 sieboldstr,16 hartmannstr,erlangen,erlangen,91052,91052,342558576,,DE,DE,1
84ba9e9f,10086d8f,rts elektronik systeme gmbh,boerner gmbh,66 preysingstr,6 borsigstr,wolnzach,ingolstadt,85283,85053,,341142073,DE,DE,0
149303db,616e6677,casa compras,ingelmaf sl,calle la mata,calle de navalmoral de la mata,seville,madrid,41002,28044,,769097374,ES,ES,0
536d4a08,a90adf42,ge aviation,ge aviation,arle court,evesham road,cheltenham,cheltenham,gl51 0tp,gl52 8sf,505518316,067221824,GB,GB,1
2948b589,bcaea76c,ea elektro automatik ea elektro automatik gmbh co kg ea elektro automatik,fiz karlsruhe,31 37 helmholtzstr,1 hermann von helmholtz platz,viersen,eggenstein leopoldshafen,41747,76344,,317426773,DE,DE,0
afe75b2f,8fcd15a7,galileo avionica spa,selex es spa,2 via dei castelli romani,via dei castelli romani 2,pomeziarome,pomezia,00040,00040,,339891404,IT,IT,0
c88a84fd,75277eab,hartmetallwerkzeugf a maier gmbh,hotel maier,2 stegwiesen,1 3 poststr,schwendi,friedrichshafen,88477,88048,343071213,507110463,DE,DE,0
417a8fd6,31977c06,siemens ag,siemens ag,67 siemens str,16 hartmannstr,erlangen,erlangen,91052,91052,506764468,,DE,DE,1
3e254c40,593a5634,hahnkolb werkzeuge gmbh,hahn kolb werkzeuge gmbh,schlieffenstr,40 schlieffenstr,ludwigsburg,ludwigsburg,71636,71636,,,DE,DE,1
e2dbddca,864babb0,kalzbw reglab 4 cottbus,roda computer gmbh,66 sielower landstr,6 landstr,cottbus,lichtenau,3044,77839,,342690195,DE,DE,0
07587bc5,ec0d1e2b,wuerttembergische allplastik,glasbau steglich gmbh,12 johannes kepler str,1 johannesstr,herrenberg,ulm,71083,89081,,316089809,DE,DE,0
864118ea,7e87f102,selex sensors and airborne,selex sensor and airborne,2 crewe road north,christopher martin road,edinburgh,basildonessex,eh5 2xs,ss13 1el,,,GB,GB,0
daeb8443,a4055cbc,fleurop gmbh,engie deutschland gmbh,3 4 lindenstr,lindenstr,berlin,ulm,12207,89077,313232118,,DE,DE,0
398fd377,998875ef,uwe sieber,hegra,36 morgenstr,4 in den elf morgen,magdeburg,limburg,39114,65549,,314687658,DE,DE,0
95f31722,afe75b2f,galileo avionica spa,galileo avionica spa,2 via dei castelli romani,2 via dei castelli romani,pomezia,pomeziarome,00040,00040,,,IT,IT,1
ea502496,ea26ca43,northrop grumman systems corporation,northrop grumman,8710 freport pkwy ste 180,21240 burbank blvd,irving,woodland hills,75063,84653,624839184,033558722,US,US,0
f925cc7a,26b26213,r g gmbh r g gmbh faserverbundwerkstoffe r g gmbh,fvw faser und verbundwerkstoffe,7 im meiel,brckenstr,waldenbuch,weinbohla,71111,1689,,,DE,DE,0
e6e0f237,2a2249b3,fako heinrich a anton,heinrich betz gmbh co kg,suderstr,mhl gasse,hamburg,ortenberg,20537,63683,,,DE,DE,0
ad6aa35d,cd63c740,yoshida deutschland gmbh ykk,ykk deutschland gmbh,33 ostring,33 ostring,mainhausen,mainhausen,63533,63533,,031692792,DE,DE,1
087ec076,b64d389c,waycon,albert berner gmbh,4 mehlbeerenstr,4 bernerstr,taufkirchen,kunzelsau,82024,74653,315952668,315731075,DE,DE,0
bfe44ff1,a17ba961,honeywell aerospace,honeywell aerospace,23500 w 105th st,190th st,olathe,torrance,66061-8425,25250,,,US,US,0
3d27ce91,20fd1dca,isocel management conseil,dv conseil,rue robert caumont,2 rue louis codet,bordeaux,paris,33049,75007,,262278589,FR,FR,0
35b7cba1,932c026a,clinter traducciones e,lois traducciones sl,57 calle gran via,6 4 calle de alustante,madrid,madrid,28013,28002,,513225706,ES,ES,0
7deb146f,de6a8251,smiths aerospace electronic systems,moog uk cheltenham limited,cheltenham,cheltenham,cheltenham,cheltenham,gl528sf,gl518lz,,,GB,GB,0
afe75b2f,8df32592,galileo avionica spa,cenap srl,2 via dei castelli romani,via dei castelli romani,pomeziarome,pomezia,00040,00040,,,IT,IT,0
f89ddf6d,fbba638f,aeroflex test solutions,aeroflex ltd,school close,monks brook industrial park,chandler s ford,chandler s ford,so534ra,so534ra,216834002,216834002,GB,GB,0
3e20c961,3809244f,les parents et amis des enfants de,denis reumaux,8 rue jules ferry,61 rue jules ferry,frouzins,bordeaux,31270,33200,273813845,502109429,FR,FR,0
d01db847,19f2c052,wuerttembergische allplastik,driesch anlagentechnik gmbh driesch anlagentechnik gmbh driesch anlagentechnik gmbh,12 johannes kepler str,10 keplerstr,herrenberg,menden,71083,58706,,,DE,DE,0
01c34b3a,1b449a5b,haufe gmbhcokg,sps gmbh,weilburger str,weisbergerstr,usingen,ingolstadt,61250,85053,,506771331,DE,DE,0
65f1dcb1,f8e4ed3e,srtechnics,ags mudanzas internacionales sl,calle de mario roso de luna,29 calle de mario roso de luna,madrid,madrid,28022,28022,,,ES,ES,0
225abc01,3b7341ce,marconi selenia,marconi selenia communications spa,1a via a negrone calda,1a via ambrogio negrone,genoa,genoa,16153,16153,339927545,,IT,IT,1
87f5d711,b24a5771,zarm technik ag,zarm technik gmbh,am fallturm,am fallturm,bremen,bremen,28359,28359,537384638,,DE,DE,1
480d52bc,f7f99401,mbs ag,mbs ag,51 eisbachstr,51 eisbachstr,sulzbach laufen,sulzbach laufen,74429,74429,316133263,,DE,DE,1
42778260,34152c07,buerklin ohg,buerklin ohg,grnwalder weg,30 grunwalder weg,oberhaching,oberhaching,82041,82041,,,DE,DE,1
f6dbbbb7,0afc9505,bats feuerschutz,total feuerschutz gmbh,7 heckenweg,15 goethestr,pfaffenhofen,boblingen,89284,71034,,342090599,DE,DE,0
9e20622b,978fe60e,general dynamics uk ltd,seal dynamics,blackwood,lime tree way,blackwood,basingstoke,np12,,,210999142,GB,GB,0
46a13500,42a5e929,ge aviation,ge aviation,bishops cleeve po box 162,cheltenham,cheltenham,cheltenham,gl528yb,gl52 7,,,GB,GB,1
125d44ed,7313f93c,knab gmbh,knabl,4 himmelkronstr,20 karolinenstr,bayreuth,bad aibling,95445,83043,312951213,325002012,DE,DE,0
0f8eb8df,d53672e4,ucon ag containersysteme kg,gema gesellschaft fuer musi,sechsheldener str,schierenberg,haiger,hamburg,35708,22145,341057797,498648021,DE,DE,0
96a49b82,bbdd15a5,druck ltd,druck limited,fir tree lane,fir tree lane,groby,groby,le60fh,le6 0fh,,219144201,GB,GB,1
3e20c961,e93156a2,les parents et amis des enfants de,sonepar idf cefb,8 rue jules ferry,5 avenue jules ferry,frouzins,malakoff,31270,92240,273813845,,FR,FR,0
de51d1e5,4758a880,von roll uk limited,meggitt aerospace limited,wharfedale road,wharfdale road,bradford,birmingham,bd4 6sg,b11 2dg,021309974,423940519,GB,GB,0
f3020ce6,9d55cdbd,linde technische gase gmbh,adlon datenverarbeitung gmbh,70 seitnerstr,15 lise meitner str,pullach,ulm,82049,89081,329252832,342582336,DE,DE,0
f37452c7,895143ed,swansea university prifysgol aberta,university of wales swansea university of wales swansea university of wales swansea,singleton park,singleton park,swansea,swansea,sa2 8pp,sa2 8pp,232227629,,GB,GB,1
82a5d8aa,8a36d910,gss kalender gmbh,kitotec gmbh,11 carl zeiss str,11 carl zeiss str,heiligenhaus,meckenheim,42579,53340,,,DE,DE,0
6694cef8,78976160,roth gmbh und co kg,roth gmbh und co kg,28 zusamstr,22 rutesheimer str,augsburg,stuttgart,86165,70499,313234338,,DE,DE,0
9e25be5b,27530dde,selex galileo,alenia aeronautica spa,strada privata aeroporto caselle smaurizioc se,strada privata aeroporto caselle,,smauriziocanavese,10077,10077,,,IT,IT,0
a17ba961,3402447f,honeywell aerospace,honeywell engines systems honeywell engines systems honeywell engines systems,190th st,2525 w 190th st,torrance,torrance,25250,90504-6002,,,US,US,1
0cb14cd7,68f7421e,en deko vertriebs gmbh,db vertrieb gmbh,4 zeppelinstr,stephensonstr,dornstadt,frankfurt,89160,60326,,,DE,DE,0
9b938f7e,a74abd3d,siemens ag,siemens ag,16 sieboldstr,robert koch str,erlangen,planegg,91052,82152,342558576,,DE,DE,0
b67216e7,2e664546,juliane rode,leonardo group gmbh,33 leonrodstr,56 leonrodstr,munich,munich,80000,80636,,312612601,DE,DE,0
932b06e8,4c9d0555,natixis factor starplast,natixis factor,avenue winston churchill,10 12 avenue winston churchill,charenton le pont,charenton le pont,94220,94220,281985668,390877715,FR,FR,1
79533769,823da760,ristorante roma,blumenhaus ertl,17 marktstr,17 hauptstr,ostheim,unterhaching,97645,82008,,,DE,DE,0
d6f7e7e1,64fd850d,witec elektrotechnik gmbh,elektrotechnik berger,hauptstr,89 hauptstr,leichlingen,neu ulm,42799,89233,312570586,,DE,DE,0
289e052c,572c004f,comptoir du sud ouest,comptoir du sud ouest,58 boulevard pierre lefaucheux,boulevard de thibaud,le mans,toulouse,72029,31084,,,FR,FR,0
c4101dee,f3241e78,ht instruments gmbh,ht instruments gmbh,1b am waldfriedhof,1b am waldfriedhof,korschenbroich,korschenbroich,41352,41352,,312526563,DE,DE,1
1cbe52ce,352ac876,fischer pierce und waldburg,fischer gmbh,8 frst maximilian str,18 berblingerstr,kilegg,laupheim,88353,88471,322962465,316121081,DE,DE,0
b05a1ef5,2d9863f7,wupptool,schroeder fasti technologie gmbh,herbringhausen,1 elbringhausen,wuppertal,wermelskirchen,42399,42929,341522115,537278132,DE,DE,0
7d694999,8b5d81b9,nespresso deutschland gmbh,nespresso deutschland gmbh,8 zollhof,23 speditionstr,dusseldorf,dusseldorf,40221,40221,333868649,333868649,DE,DE,0
417a8fd6,2d7fda99,siemens ag,siemens ag,67 siemens str,6 werner von siemens str,erlangen,augsburg,91052,86159,506764468,319291902,DE,DE,0
e29b4c7f,f1abc471,frey blumenhof,albert berner deutschland gmbh,mittenheimerstrasse,66 mittenheimer str,unterschleissheim,oberschleissheim,85716,85764,,,DE,DE,0
911661a6,35475544,josef hubersmd technik und nc metechnik,landgasthof linde,42 hauptstr,2 hauptstr,palling,gunzburg,83349,89312,340637959,,DE,DE,0
ccd0b6df,f7107e9a,luces sl,luce,46 calle del general diaz porlier,7 avenida del euro,madrid,valladolid,28001,47009,,,ES,ES,0
77d9d097,2b381635,copac,greental sa,calle bahia de pollensa,2 calle bahia de pollensa,madrid,madrid,28042,28042,,,ES,ES,0
85defdc1,f37c249c,hamilton sundstrand,hamilton sundstrand corporation power systems,4747 harrison ave,4400 ruffin rd,rockford,san diego,61108-7929,92123-1606,,,US,US,0
149303db,1a0060f0,casa compras,casa subcontratacion,calle la mata,49850 calle la mata,seville,seville,41002,41002,,,ES,ES,1
63370b08,456ab9b4,nm medical,nm medical,200 avenue des gresillons,rue du chemin vert,asnieres sur seine,ronchin,92600,59810,038107119,278082214,FR,FR,0
8e8b6e06,290f2993,gorlo,elettronica gmbh,12 am buhl,10 am hambuch,gerbershausen,meckenheim,37318,53340,,315996603,DE,DE,0
afa3b342,4247e534,honeywell aerospace,honeywell engines systems,23500 w 105th st,2525 w 190th st,olathe,torrance,66061-8425,90504-6002,021214283,,US,US,0
bc538853,40cdc6fb,strher druckerei verlag,sz druck verlagsservice gmbh,h h warnke strae,2 6 martin luther str,celle,sankt augustin,29227,53757,,,DE,DE,0
c5f81518,cbe3c7e4,ge aviation systems ltd,ge aviation,bishops cleeve,cheltenham,cheltenham,cheltenham,gl528yb,gl52 8sf,,067221824,GB,GB,0
0384d657,ab17a815,noveltis,noveltis,2 pl canal,2 pl canal,ramonville saint agne,ramonville saint agne,31520,31520,,502521953,FR,FR,1
